SRR33750937.876__1.866	UniRef90_A0A1Q7B3L9|1__5|SGB56640
SRR33750937.1238982__1.1223831	UniClust90_JJIPPMBI01159|1__11|SGB133090
SRR33750937.1240411__1.1225237	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750937.1241428__1.1226242	UniClust90_IGKPANEM03241|1__22|SGB128987
SRR33750937.1241691__1.1226503	UniClust90_GJEIHIOJ04059|3__6|SGB122526
SRR33750937.1242046__1.1226855	UniClust90_OPLEJCPF02386|1__11|SGB125949
SRR33750937.1242640__1.1227442	UniRef90_A0A2V5SDG7|1__5|SGB52719
SRR33750937.1244068__1.1228855	UniRef90_A0A1Q7BT35|1__4|SGB56640
SRR33750937.1244317__1.1229102	UniClust90_PPJAIDOO01984|1__4|SGB84075
SRR33750937.1244458__1.1229243	UniClust90_CBDKFAGD00617|1__16|SGB73712
SRR33750937.1245422__1.1230188	UniRef90_A0A2V8L0W4|1__7|SGB17587
SRR33750937.1246059__1.1230818	UniRef90_A0A1Q7MWL6|1__6|SGB17587
SRR33750937.1246546__1.1231295	UniClust90_EJAHAFID04905|1__11|SGB130007
SRR33750937.1246739__1.1231486	UniClust90_IOFPBIHC01412|1__9|SGB130007
SRR33750937.1246785__1.1231531	UniClust90_IKLNFLHO01308|1__10|SGB73886
SRR33750937.1247037__1.1231778	UniClust90_HGJNCPHJ02720|1__8|SGB125949
SRR33750937.1246975__1.1231718	UniClust90_AHBBACPJ00048|1__6|SGB122683
SRR33750937.1247189__1.1231926	UniClust90_PICJGFGP02349|1__4|SGB89423
SRR33750937.1247548__1.1232279	UniClust90_KMEALJDO00550|3__6|SGB84078
SRR33750937.1247457__1.1232189	UniClust90_CMJBJMEA03359|1__19|SGB133129
SRR33750937.1248167__1.1232887	UniClust90_GIMAHFHH01502|1__15|SGB89408
SRR33750937.1248183__1.1232903	UniClust90_GIMAHFHH01502|1__15|SGB89408
SRR33750937.1248330__1.1233044	UniClust90_GIMAHFHH01502|1__15|SGB89408
SRR33750937.1249188__1.1233888	UniClust90_ECOHMLGB01588|8__11|SGB56640
SRR33750937.1249319__1.1234016	UniClust90_ANDLCEDJ01046|1__14|SGB133091
SRR33750937.1249342__1.1234039	UniClust90_PKCJLHDA01307|1__12|SGB89408
SRR33750937.1251245__1.1235908	UniRef90_A0A2V8L2F1|1__3|SGB17587
SRR33750937.1251847__1.1236496	UniClust90_BGDHDLNA04884|1__8|SGB84075
SRR33750937.1251899__1.1236546	UniClust90_BGDHDLNA04884|1__8|SGB84075
SRR33750937.1252689__1.1237327	UniRef90_A0A1I1XGH3|1__19|SGB8289
SRR33750937.1253097__1.1237729	UniClust90_MDGCCGDH03367|2__7|SGB56640
SRR33750937.1253283__1.1237914	UniClust90_BOKHIPMC00669|1__11|SGB130007
SRR33750937.1253811__1.1238432	UniClust90_ENCMJEIO02771|1__16|SGB87004
SRR33750937.1254496__1.1239111	UniClust90_PIHLJOEE04725|1__8|SGB84075
SRR33750937.1254930__1.1239538	UniClust90_DIBLBONP01737|1__8|SGB84078
SRR33750937.1257266__1.1241842	UniClust90_EJAHAFID00708|1__11|SGB130007
SRR33750937.1257611__1.1242183	UniClust90_NOMIGGEC03429|1__10|SGB125949
SRR33750937.1258719__1.1243281	UniClust90_BGDHDLNA00875|1__6|SGB84075
SRR33750937.1258854__1.1243413	UniRef90_A0A1Q7BHH1|1__10|SGB56640
SRR33750937.1261872__1.1246379	UniClust90_IOFPBIHC03144|1__11|SGB130007
SRR33750937.1261315__1.1245835	UniClust90_OHKKNMDA00800|2__6|SGB122683
SRR33750937.1262208__1.1246708	UniClust90_PKNCJFOJ04636|1__9|SGB56640
SRR33750937.1262219__1.1246719	UniClust90_DPJLILCC02530|1__9|SGB89725
SRR33750937.1262582__1.1247077	UniClust90_NHHHKJJE01626|1__13|SGB125949
SRR33750937.1263150__1.1247640	UniClust90_IOFPBIHC02046|1__12|SGB130007
SRR33750937.1263668__1.1248150	UniClust90_OJGLOKOM00756|1__6|SGB84075
SRR33750937.1263826__1.1248304	UniRef90_A0A2V5KSJ3|1__9|SGB52730
SRR33750937.1264003__1.1248479	UniClust90_PKNBAFNJ03120|1__17|SGB132263
SRR33750937.1264094__1.1248567	UniClust90_HJKNIEHA04363|1__10|SGB89408
SRR33750937.1265168__1.1249628	UniClust90_OEKPEMHO02011|1__13|SGB129874
SRR33750937.1266467__1.1250910	UniRef90_A0A2A8S687|1__6|SGB7708
SRR33750937.1266674__1.1251112	UniRef90_A0A2V6D8R6|6__9|SGB52727
SRR33750937.1268367__1.1252780	UniClust90_BOKHIPMC05538|1__12|SGB130007
SRR33750937.1268679__1.1253088	UniClust90_IPBGJNGD03291|1__11|SGB89408
SRR33750937.1269249__1.1253647	UniRef90_A0A2V5XPE3|1__9|SGB84331
SRR33750937.1269973__1.1254363	UniRef90_A0A1Q7B8W4|1__6|SGB56640
SRR33750937.1269960__1.1254350	UniClust90_KMEALJDO00710|1__6|SGB84078
SRR33750937.1270513__1.1254889	UniClust90_NHHHKJJE03506|1__9|SGB125949
SRR33750937.1271456__1.1255822	UniClust90_GFFNGEKC03887|1__6|SGB56640
SRR33750937.1271720__1.1256083	UniClust90_OBDDJBAL00381|1__23|SGB57145
SRR33750937.1271140__1.1255511	UniClust90_CFIKCEGJ00910|1__16|SGB131808
SRR33750937.1271923__1.1256283	UniClust90_GEHFPKBH01024|1__8|SGB84075
SRR33750937.1272341__1.1256694	UniClust90_LACEKAON04594|1__11|SGB129874
SRR33750937.1272498__1.1256850	UniClust90_DEFNONOM01870|3__10|SGB56640
SRR33750937.1273849__1.1258180	UniClust90_NHHHKJJE02555|1__9|SGB125949
SRR33750937.1274432__1.1258753	UniClust90_AGJDNOHG02232|1__6|SGB89423
SRR33750937.1274955__1.1259270	UniClust90_FHGCMOHF02191|1__9|SGB86847
SRR33750937.1276982__1.1261273	UniClust90_EJAHAFID03406|1__6|SGB130007
SRR33750937.1277345__1.1261627	UniRef90_A0A2V8XL59|1__23|SGB22110
SRR33750937.1277762__1.1262038	UniClust90_EJAHAFID00710|1__7|SGB130007
SRR33750937.1277854__1.1262129	UniClust90_PKNCJFOJ02152|1__4|SGB56640
SRR33750937.1278423__1.1262694	UniClust90_EDNFDLAG00834|1__5|SGB84078
SRR33750937.1278430__1.1262701	UniClust90_EDNFDLAG00834|1__5|SGB84078
SRR33750937.1278844__1.1263107	UniClust90_EDNFDLAG00955|2__6|SGB84078
SRR33750937.1279519__1.1263772	UniClust90_BLCHLCBI01005|1__3|SGB133090
SRR33750937.1280902__1.1265135	UniClust90_LLHLEBOE01435|1__4|SGB89423
SRR33750937.1281492__1.1265715	UniClust90_EDBNNBOB00281|1__6|SGB56640
SRR33750937.1282515__1.1266718	UniClust90_OJGLOKOM00749|1__5|SGB84075
SRR33750937.1284411__1.1268594	UniClust90_DJBDGBNB01841|1__20|SGB89725
SRR33750937.1283890__1.1268075	UniClust90_BOKHIPMC02909|1__7|SGB130007
SRR33750937.1285039__1.1269212	UniClust90_MOFPCPPF07183|1__16|SGB89878
SRR33750937.1284956__1.1269129	UniClust90_IJHKGIGD00784|1__8|SGB128471
SRR33750937.1285075__1.1269247	UniRef90_A0A1Q7BI03|2__7|SGB56640
SRR33750937.1285246__1.1269417	UniClust90_HGJNCPHJ03485|1__9|SGB125949
SRR33750937.1285633__1.1269796	UniRef90_UPI000413FD8E|3__7|SGB31987
SRR33750937.1286983__1.1271131	UniClust90_LAIOJIGH03518|1__9|SGB122683
SRR33750937.1287213__1.1271360	UniRef90_A0A2V5KRS5|1__6|SGB52719
SRR33750937.1287505__1.1271646	UniRef90_A0A1Q7BDI5|1__10|SGB56640
SRR33750937.1287656__1.1271794	UniClust90_IJHKGIGD02835|1__8|SGB128471
SRR33750937.1290156__1.1274247	UniRef90_A0A1Q7BQQ4|1__5|SGB56640
SRR33750937.1293246__1.1277292	UniRef90_A0A1F2XUF3|1__5|SGB89423
SRR33750937.1294186__1.1278213	UniRef90_A0A2M9LI31|1__7|SGB16137
SRR33750937.1294578__1.1278603	UniClust90_AHBBACPJ01927|1__4|SGB122683
SRR33750937.1294761__1.1278786	UniClust90_OEKPEMHO04189|1__10|SGB129874
SRR33750937.1295548__1.1279555	UniClust90_MNFNKOHL04165|1__6|SGB55667
SRR33750937.1295628__1.1279635	UniRef90_UPI0010092683|1__12|SGB31976
SRR33750937.1297122__1.1281105	UniRef90_UPI00031758E4|1__19|SGB33942
SRR33750937.1297222__1.1281205	UniClust90_EHKFGODG01634|1__14|SGB134112
SRR33750937.1297693__1.1281666	UniClust90_GHPINBAM00901|1__8|SGB84331
SRR33750937.1297820__1.1281791	UniClust90_HGJNCPHJ01683|1__9|SGB125949
SRR33750937.1297810__1.1281781	UniClust90_EJAHAFID00031|1__8|SGB130007
SRR33750937.1298683__1.1282640	UniRef90_UPI00031758E4|1__19|SGB33942
SRR33750937.1300213__1.1284148	UniClust90_DPJLILCC01391|1__9|SGB89725
SRR33750937.1300221__1.1284156	UniRef90_A0A1Q7GAD3|1__9|SGB17587
SRR33750937.1301431__1.1285354	UniClust90_GCEPBNKN00031|1__5|SGB122683
SRR33750937.1302079__1.1285995	UniClust90_LLIEHLNH00026|1__10|SGB130007
SRR33750937.1302975__1.1286878	UniClust90_GIMAHFHH00903|1__12|SGB89408
SRR33750937.1305773__1.1289636	UniClust90_MKNNHAML00527|5__11|SGB56638
SRR33750937.1305962__1.1289822	UniRef90_A0A101NTI9|1__8|SGB16205
SRR33750937.1305467__1.1289331	UniClust90_OCJAPFEA01349|1__11|SGB125949
SRR33750937.1306990__1.1290836	UniRef90_UPI0006846963|1__13|SGB31987
SRR33750937.1307009__1.1290855	UniRef90_UPI0006846963|1__13|SGB31987
SRR33750937.1309937__1.1293733	UniClust90_CMHDMJOM04887|1__5|SGB56640
SRR33750937.1310342__1.1294131	UniClust90_DEHNPGMG00716|1__6|SGB89423
SRR33750937.1310506__1.1294292	UniClust90_OPLEJCPF02909|1__13|SGB125949
SRR33750937.1312169__1.1295934	UniRef90_A0A1Q7BHY6|1__8|SGB56640
SRR33750937.1314073__1.1297818	UniClust90_IDPAEINK02633|1__4|SGB89725
SRR33750937.1315818__1.1299536	UniRef90_A0A1Q7BPJ2|1__6|SGB56640
SRR33750937.1316508__1.1300214	UniClust90_BGDHDLNA01948|1__5|SGB84075
SRR33750937.1316869__1.1300571	UniClust90_EOFGAKMC01067|1__6|SGB84075
SRR33750937.1320872__1.1304529	UniClust90_HJKNIEHA04363|1__10|SGB89408
SRR33750937.1320961__1.1304615	UniClust90_LACEKAON04900|1__16|SGB129874
SRR33750937.1320311__1.1303972	UniRef90_A0A2V8XRQ9|1__24|SGB22110
SRR33750937.1321106__1.1304759	UniClust90_PIHLJOEE02765|1__6|SGB84075
SRR33750937.1320635__1.1304292	UniClust90_EJAHAFID02924|1__9|SGB130007
SRR33750937.1320646__1.1304303	UniClust90_ACDABMLJ00005|1__3|SGB133090
SRR33750937.1321674__1.1305319	UniRef90_A0A3D5DSW4|1__8|SGB130007
SRR33750937.1321691__1.1305336	UniClust90_IOFPBIHC00603|1__6|SGB130007
SRR33750937.1321835__1.1305478	UniRef90_A0A3D5DSW4|1__8|SGB130007
SRR33750937.1322732__1.1306361	UniClust90_KMEALJDO02085|1__7|SGB84078
SRR33750937.1323578__1.1307199	UniClust90_LEJLODHJ01330|2__5|SGB89423
SRR33750937.1324057__1.1307670	UniClust90_LGJBDPMI01975|1__9|SGB133334
SRR33750937.1324269__1.1307878	UniRef90_UPI001013228D|1__4|SGB8287
SRR33750937.1324532__1.1308138	UniClust90_OEKPEMHO01212|1__11|SGB129874
SRR33750937.1324733__1.1308335	UniClust90_OECKFAOL01866|1__5|SGB89423
SRR33750937.1325199__1.1308792	UniClust90_EHIAFBHG00778|1__7|SGB128778
SRR33750937.1325373__1.1308965	UniClust90_CBDIOHJF04268|1__4|SGB89725
SRR33750937.1325701__1.1309287	UniClust90_OIPOEBPA02071|1__9|SGB84075
SRR33750937.1326837__1.1310406	UniRef90_A0A2A8S5C4|1__9|SGB7708
SRR33750937.1327775__1.1311329	UniClust90_DJBDGBNB00574|3__6|SGB89725
SRR33750937.1328956__1.1312501	UniClust90_CBDIOHJF04268|1__4|SGB89725
SRR33750937.1330698__1.1314224	UniClust90_CHMIEHDJ03029|1__8|SGB56640
SRR33750937.1330452__1.1313985	UniRef90_A0A2V6IDL4|1__5|SGB52730
SRR33750937.1331227__1.1314750	UniClust90_ECNEDEPI03216|3__13|SGB93408
SRR33750937.1331539__1.1315061	UniRef90_A0A2V6B703|1__13|SGB52714
SRR33750937.1333920__1.1317414	UniClust90_NOMIGGEC03544|1__20|SGB125949
SRR33750937.1333680__1.1317179	UniClust90_IOFPBIHC02046|1__12|SGB130007
SRR33750937.1335317__1.1318792	UniRef90_A0A1H3NW83|1__13|SGB23749
SRR33750937.1335434__1.1318908	UniClust90_IMMCPGKG02024|1__20|SGB128778
SRR33750937.1336085__1.1319550	UniRef90_A0A120FEL9|1__8|SGB11143
SRR33750937.1336713__1.1320169	UniClust90_IGKPANEM02664|1__15|SGB128987
SRR33750937.1337383__1.1320834	UniClust90_MDGCCGDH03758|1__9|SGB56640
SRR33750937.1338695__1.1322128	UniRef90_A0A1Q7RVE2|1__7|SGB17587
SRR33750937.1339753__1.1323177	UniClust90_CKOCNOFC00036|1__3|SGB89423
SRR33750937.1340296__1.1323713	UniClust90_PKNCJFOJ04636|1__9|SGB56640
SRR33750937.1340775__1.1324182	UniClust90_PKNCJFOJ04636|1__9|SGB56640
SRR33750937.1343205__1.1326581	UniClust90_PPJAIDOO03630|1__10|SGB84075
SRR33750937.1343455__1.1326828	UniClust90_IOFPBIHC02046|1__12|SGB130007
SRR33750937.1344514__1.1327872	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750937.1344918__1.1328273	UniClust90_PPDCKKGL01342|5__8|SGB133090
SRR33750937.1345113__1.1328467	UniRef90_A0A2V5SGK6|2__11|SGB52719
SRR33750937.1345388__1.1328741	UniRef90_A0A1Q7J1L4|1__4|SGB84075
SRR33750937.1346825__1.1330166	UniRef90_A0A2V6TRF5|1__5|SGB24057
SRR33750937.1348681__1.1332000	UniClust90_MDILPPEF00160|1__5|SGB89423
SRR33750937.1351006__1.1334294	UniClust90_IDPAEINK00158|1__3|SGB89725
SRR33750937.1352508__1.1335783	UniRef90_A0A1Q7BFB4|2__6|SGB56640
SRR33750937.1354924__1.1338171	UniRef90_A0A1B9YJA3|2__7|SGB11348
SRR33750937.1355251__1.1338494	UniClust90_GEHFPKBH03668|1__6|SGB84075
SRR33750937.1355393__1.1338635	UniClust90_HHFCHLCN04968|1__23|SGB185726
SRR33750937.1357392__1.1340610	UniRef90_A0A2V5YQJ8|1__15|SGB52714
SRR33750937.1357100__1.1340319	UniClust90_IOFPBIHC04358|1__11|SGB130007
SRR33750937.1359321__1.1342517	UniClust90_JHHAJKKH05115|1__17|SGB154096
SRR33750937.1359373__1.1342568	UniClust90_JKKHKAPH04527|1__12|SGB89408
SRR33750937.1359708__1.1342896	UniRef90_A0A2V5JP69|2__5|SGB52730
SRR33750937.1362330__1.1345504	UniClust90_OJGLOKOM01700|1__15|SGB84075
SRR33750937.1362447__1.1345620	UniRef90_A0A2V5JP69|2__5|SGB52730
SRR33750937.1363109__1.1346277	UniClust90_OPLEJCPF01626|1__13|SGB125949
SRR33750937.1363971__1.1347131	UniClust90_DIBNKECP03080|3__8|SGB17587
SRR33750937.1365158__1.1348304	UniClust90_BLCHLCBI01362|4__7|SGB133090
SRR33750937.1365749__1.1348887	UniRef90_A0A1Q7GAD3|1__9|SGB17587
SRR33750937.1366219__1.1349353	UniClust90_EDEMKPPJ00026|5__20|SGB62511
SRR33750937.1367258__1.1350382	UniClust90_PIHLJOEE01053|1__5|SGB84075
SRR33750937.1368810__1.1351918	UniClust90_OPLEJCPF00147|1__22|SGB125949
SRR33750937.1369186__1.1352290	UniClust90_OJGLOKOM02226|1__9|SGB84075
SRR33750937.1369393__1.1352495	UniRef90_A0A2V5SGK6|2__11|SGB52719
SRR33750937.1370028__1.1353122	UniClust90_LLIEHLNH02640|1__5|SGB130007
SRR33750937.1370215__1.1353306	UniClust90_EHKFGODG01309|1__9|SGB134112
SRR33750937.1371412__1.1354498	UniClust90_BOKHIPMC03210|1__11|SGB130007
SRR33750937.1373652__1.1356719	UniClust90_CHLBPEBB02581|1__6|SGB89725
SRR33750937.1373687__1.1356753	UniClust90_BOKHIPMC02014|1__6|SGB130007
SRR33750937.1374675__1.1357725	UniClust90_ECNEDEPI06073|1__13|SGB93408
SRR33750937.1374804__1.1357852	UniClust90_PEODAMJP00709|1__11|SGB128471
SRR33750937.1374168__1.1357226	UniRef90_A0A2V6T5Z9|1__5|SGB131913
SRR33750937.1375732__1.1358770	UniRef90_A0A1Q7BCP8|1__3|SGB56638
SRR33750937.1376340__1.1359371	UniClust90_DPLIHBNC00505|1__4|SGB89725
SRR33750937.1376955__1.1359978	UniClust90_KMEALJDO02085|1__7|SGB84078
SRR33750937.1377411__1.1360431	UniClust90_OECKFAOL00951|1__9|SGB89423
SRR33750937.1377586__1.1360605	UniRef90_A0A3D5DS77|2__6|SGB130007
SRR33750937.1377828__1.1360845	UniClust90_HNBLJKFC00008|1__9|SGB128778
SRR33750937.1377915__1.1360930	UniClust90_GEHFPKBH01438|1__8|SGB84075
SRR33750937.1377620__1.1360638	UniClust90_HJKNIEHA02522|1__7|SGB89408
SRR33750937.1378410__1.1361420	UniClust90_IDPAEINK00632|1__6|SGB89725
SRR33750937.1380866__1.1363842	UniClust90_MDGCCGDH03367|2__7|SGB56640
SRR33750937.1381686__1.1364654	UniClust90_PKMOJOJK04438|1__6|SGB84078
SRR33750937.1382066__1.1365032	UniClust90_CGOBHFMA01874|1__13|SGB126057
SRR33750937.1382817__1.1365777	UniClust90_BKNOBEKP02340|1__7|SGB56638
SRR33750937.1384494__1.1367441	UniClust90_EDNFDLAG02091|1__6|SGB84078
SRR33750937.1384528__1.1367475	UniClust90_EDNFDLAG02091|1__6|SGB84078
SRR33750937.1384461__1.1367408	UniClust90_OBPNKPOH01986|1__6|SGB133334
SRR33750937.1386424__1.1369349	UniClust90_NOMIGGEC04189|1__9|SGB125949
SRR33750937.1386622__1.1369545	UniClust90_NOMIGGEC01820|1__15|SGB125949
SRR33750937.1386756__1.1369678	UniRef90_A0A1Q7BGW6|1__5|SGB56640
SRR33750937.1386914__1.1369835	UniRef90_A0A1Q8B7L2|1__7|SGB17587
SRR33750937.1388685__1.1371590	UniClust90_IBNNDEFK01222|1__7|SGB89408
SRR33750937.1388421__1.1371327	UniRef90_A0A2V6Z7F3|1__8|SGB73551
SRR33750937.1390595__1.1373489	UniRef90_A0A1Q7B755|1__5|SGB56640
SRR33750937.1390430__1.1373325	VDB|0043-0016-0-0000|MV643-c1920-c0-c6
SRR33750937.1390744__1.1373635	UniClust90_LEJLODHJ01556|1__9|SGB89423
SRR33750937.1392852__1.1375719	UniClust90_PIHLJOEE02854|1__12|SGB84075
SRR33750937.1392701__1.1375570	UniClust90_PBFDPDKB03402|1__19|SGB135184
SRR33750937.1393046__1.1375910	UniRef90_A0A1Q8B9I2|1__9|SGB17587
SRR33750937.1394411__1.1377261	UniClust90_OAGJJAJI00297|1__5|SGB122683
SRR33750937.1394538__1.1377388	UniClust90_EJAHAFID04905|1__11|SGB130007
SRR33750937.1396248__1.1379078	UniClust90_LLIEHLNH02915|1__12|SGB130007
SRR33750937.1396817__1.1379645	UniClust90_BOKHIPMC02055|1__16|SGB130007
SRR33750937.1397299__1.1380120	UniClust90_PPDCKKGL00371|1__3|SGB133090
SRR33750937.1398761__1.1381569	UniClust90_OIAIGFGG04704|1__11|SGB98360
SRR33750937.1398104__1.1380917	UniClust90_DJBDGBNB02960|1__8|SGB89725
SRR33750937.1399610__1.1382412	UniClust90_IOFPBIHC02053|1__7|SGB130007
SRR33750937.1401927__1.1384711	UniClust90_IOFPBIHC03204|1__6|SGB130007
SRR33750937.1402050__1.1384834	UniClust90_IOFPBIHC03204|1__6|SGB130007
SRR33750937.1402935__1.1385706	UniClust90_EJAHAFID00878|1__7|SGB130007
SRR33750937.1403044__1.1385814	UniClust90_EJAHAFID02172|1__5|SGB130007
SRR33750937.1402286__1.1385067	UniClust90_FILJKMJP02226|1__11|SGB55930
SRR33750937.1403066__1.1385836	UniClust90_JKONEDMA00306|1__6|SGB130007
SRR33750937.1403704__1.1386468	UniRef90_A0A317JRU9|4__8|SGB23743
SRR33750937.1404021__1.1386782	UniClust90_BGDHDLNA01983|1__6|SGB84075
SRR33750937.1405138__1.1387883	UniClust90_LACEKAON04151|1__11|SGB129874
SRR33750937.1405980__1.1388717	UniClust90_EBKBLHBP00211|1__8|SGB133090
SRR33750937.1407287__1.1390014	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750937.1407601__1.1390323	UniClust90_OECKFAOL00818|1__3|SGB89423
SRR33750937.1409716__1.1392420	UniClust90_EJAHAFID00878|1__7|SGB130007
SRR33750937.1411322__1.1394011	UniClust90_JMFJJCJA02397|1__12|SGB130007
SRR33750937.1412041__1.1394724	UniRef90_A0A1Q7B5A3|1__5|SGB56640
SRR33750937.1414926__1.1397579	UniClust90_NPCMNNGD00055|1__11|SGB130909
SRR33750937.1414969__1.1397621	UniRef90_A0A2A8S5F0|1__7|SGB7708
SRR33750937.1415008__1.1397660	UniClust90_FKLKIPMJ02019|1__5|SGB74789
SRR33750937.1415017__1.1397668	UniClust90_JKONEDMA02815|1__9|SGB130007
SRR33750937.1415423__1.1398070	UniClust90_IDPAEINK01984|1__13|SGB89725
SRR33750937.1415559__1.1398203	UniClust90_PKCJLHDA01355|1__11|SGB89408
SRR33750937.1415592__1.1398236	UniClust90_FNPCGKEP01519|1__5|SGB84078
SRR33750937.1416502__1.1399140	UniClust90_EFMIPELO00362|1__6|SGB56638
SRR33750937.1416318__1.1398957	UniClust90_OEKPEMHO00278|1__9|SGB129874
SRR33750937.1418197__1.1400818	UniClust90_CMHDMJOM00891|1__9|SGB56640
SRR33750937.1418682__1.1401298	UniClust90_BKEMCFBC03919|1__4|SGB131913
SRR33750937.1419344__1.1401949	UniClust90_BOKHIPMC02055|1__16|SGB130007
SRR33750937.1421034__1.1403623	UniClust90_JMFJJCJA05250|4__8|SGB130007
SRR33750937.1422419__1.1404986	UniClust90_CJCGEBBP02598|1__8|SGB55930
SRR33750937.1423159__1.1405719	UniClust90_IDPAEINK00794|15__25|SGB89725
SRR33750937.1423479__1.1406037	UniClust90_NECMKPAF03679|1__11|SGB89408
SRR33750937.1423898__1.1406451	UniClust90_OPLEJCPF00852|1__10|SGB125949
SRR33750937.1423987__1.1406540	UniClust90_BGDHDLNA06426|1__7|SGB84075
SRR33750937.1424279__1.1406830	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750937.1424300__1.1406850	UniClust90_EDNFDLAG00956|1__10|SGB84078
SRR33750937.1424546__1.1407092	UniClust90_EDNFDLAG00956|1__10|SGB84078
SRR33750937.1424600__1.1407145	UniClust90_ADNPOEOK04513|1__11|SGB73712
SRR33750937.1424640__1.1407185	UniRef90_A0A2V8L7L9|1__6|SGB17587
SRR33750937.1425663__1.1408193	UniRef90_A0A2V8H7S8|1__8|SGB17587
SRR33750937.1426113__1.1408641	UniClust90_PPJAIDOO02680|1__7|SGB84075
SRR33750937.1426230__1.1408757	UniClust90_PPJAIDOO02680|1__7|SGB84075
SRR33750937.1426499__1.1409021	UniRef90_A0A2V8KTT1|1__7|SGB17587
SRR33750937.1427534__1.1410046	UniRef90_A0A2V5YUR4|1__3|SGB52714
SRR33750937.1428445__1.1410944	UniClust90_CEIBDEKO01069|1__7|SGB133121
SRR33750937.1430232__1.1412714	UniClust90_HGJNCPHJ03693|1__9|SGB125949
SRR33750937.1430256__1.1412738	UniRef90_A0A2V5RC79|1__4|SGB52719
SRR33750937.1430125__1.1412609	UniClust90_LLIEHLNH02830|3__8|SGB130007
SRR33750937.1430387__1.1412867	UniRef90_A0A1Q7B9Y6|2__6|SGB56640
SRR33750937.1430442__1.1412920	UniClust90_OJGLOKOM00750|1__5|SGB84075
SRR33750937.1430848__1.1413323	UniClust90_IOFPBIHC04164|1__8|SGB130007
SRR33750937.1431023__1.1413496	UniRef90_A0A2V5SII9|1__6|SGB52719
SRR33750937.1435399__1.1417825	UniClust90_EJAHAFID03661|1__11|SGB130007
SRR33750937.1435657__1.1418078	UniRef90_A0A1Q7BEQ0|2__7|SGB56640
SRR33750937.1438040__1.1420436	UniClust90_KPGCMLFP00466|1__9|SGB89408
SRR33750937.1440173__1.1422540	UniClust90_DAODNPOA00254|8__15|SGB89725
SRR33750937.1440438__1.1422800	UniClust90_CHLBPEBB02882|1__5|SGB89725
SRR33750937.1440981__1.1423339	UniClust90_LACEKAON04611|1__10|SGB129874
SRR33750937.1441046__1.1423404	UniClust90_KPGCMLFP01508|1__7|SGB89408
SRR33750937.1441233__1.1423590	UniClust90_LACEKAON04611|1__10|SGB129874
SRR33750937.1441612__1.1423962	UniClust90_OOJDGJFL02188|3__9|SGB74789
SRR33750937.1442176__1.1424522	UniClust90_KPGCMLFP00466|1__9|SGB89408
SRR33750937.1442372__1.1424718	UniClust90_EJAHAFID04665|1__8|SGB130007
SRR33750937.1442816__1.1425156	UniClust90_LCIBFGAE02159|1__11|SGB127159
SRR33750937.1444546__1.1426868	UniClust90_DEFNONOM01300|1__6|SGB56640
SRR33750937.1444797__1.1427115	UniRef90_UPI00101E0B70|1__15|SGB30169
SRR33750937.1444804__1.1427122	UniClust90_ECOHMLGB00268|1__5|SGB56640
SRR33750937.1445979__1.1428281	UniClust90_DAODNPOA01619|1__6|SGB89725
SRR33750937.1445216__1.1427531	UniClust90_CHMIEHDJ02211|1__6|SGB56640
SRR33750937.1446239__1.1428538	UniClust90_PPDCKKGL01342|5__8|SGB133090
SRR33750937.1447146__1.1429436	UniClust90_DAPCNGMP01008|1__6|SGB133334
SRR33750937.1446945__1.1429236	UniClust90_IOFPBIHC03176|1__8|SGB130007
SRR33750937.1446216__1.1428515	UniClust90_ENCMJEIO04129|1__20|SGB87004
SRR33750937.1447915__1.1430194	UniClust90_EBKBLHBP00790|1__3|SGB133090
SRR33750937.1448597__1.1430867	UniRef90_UPI000A0518F0|1__10|SGB33942
SRR33750937.1450083__1.1432335	UniRef90_A0A2V5VHY6|1__10|SGB52714
SRR33750937.1451091__1.1433337	UniClust90_NOMIGGEC01874|1__9|SGB125949
SRR33750937.1451443__1.1433686	UniClust90_JMFJJCJA02527|1__6|SGB130007
SRR33750937.1452413__1.1434644	UniRef90_A0A2V6SHY9|1__6|SGB24057
SRR33750937.1453219__1.1435444	UniRef90_A0A1Q7B5A3|1__5|SGB56640
SRR33750937.1454248__1.1436464	UniClust90_NHHHKJJE01013|1__8|SGB125949
SRR33750937.1454667__1.1436882	UniRef90_A0A1Q7BFX1|3__9|SGB56640
SRR33750937.1454965__1.1437178	UniRef90_A0A2V6KCP0|1__11|SGB52719
SRR33750937.1455729__1.1437938	UniRef90_A0A2V6KCP0|1__11|SGB52719
SRR33750937.1455848__1.1438056	UniClust90_PKNCJFOJ01144|1__7|SGB56640
SRR33750937.1458790__1.1440978	UniClust90_DCJCBMEC01203|1__10|SGB122526
SRR33750937.1461565__1.1443738	UniClust90_AOCPNJHA04012|1__15|SGB94029
SRR33750937.1461747__1.1443914	UniClust90_FNPCGKEP01659|1__4|SGB84078
SRR33750937.1461984__1.1444146	UniClust90_BOKHIPMC04470|1__5|SGB130007
SRR33750937.1463755__1.1445900	UniClust90_EJAHAFID00956|3__9|SGB130007
SRR33750937.1464274__1.1446414	UniClust90_OALLKAFI00543|1__7|SGB84078
