SRR33750958.128__1.127	UniClust90_PLNJEBMN01166|1__4|SGB133091
SRR33750958.9918529__1.9774907	UniClust90_GMGIGFBN02810|1__15|SGB128987
SRR33750958.9918612__1.9774987	UniClust90_FPGDCGCP01935|1__4|SGB89423
SRR33750958.9919348__1.9775713	UniClust90_CJJELLGD00561|1__9|SGB84331
SRR33750958.9920179__1.9776529	VDB|0052-004A-0-0000|MV133-c1345-c0-c5
SRR33750958.9921097__1.9777436	UniClust90_OPLEJCPF02982|1__12|SGB125949
SRR33750958.9922441__1.9778759	UniClust90_CHDFPFHK03374|1__18|SGB82801
SRR33750958.9923740__1.9780040	UniClust90_BKEMCFBC00133|1__16|SGB131913
SRR33750958.9924010__1.9780309	UniClust90_DCJCBMEC01539|4__7|SGB122526
SRR33750958.9924560__1.9780857	UniRef90_A0A2V6H870|2__7|SGB52717
SRR33750958.9925696__1.9781973	UniClust90_IPBGJNGD01678|1__7|SGB89408
SRR33750958.9927752__1.9783999	UniClust90_AOMEFECO01387|5__13|SGB133090
SRR33750958.9929828__1.9786049	UniClust90_JHNMEHIJ02458|1__5|SGB56640
SRR33750958.9930315__1.9786533	UniClust90_KPNCFGKL02363|6__11|SGB134824
SRR33750958.9931313__1.9787518	UniClust90_IGKPANEM02997|1__12|SGB128987
SRR33750958.9933101__1.9789271	UniRef90_A0A2V6DIP1|1__8|SGB22169
SRR33750958.9933158__1.9789327	UniClust90_LGBMFDOL03746|1__14|SGB129206
SRR33750958.9934387__1.9790539	UniClust90_OAHKOOFD03031|1__4|SGB122526
SRR33750958.9935072__1.9791216	UniRef90_A0A1Q7BTM4|1__15|SGB56640
SRR33750958.9936308__1.9792440	UniClust90_OPLEJCPF02044|4__15|SGB125949
SRR33750958.9936586__1.9792715	UniClust90_IMMCPGKG01624|1__8|SGB128778
SRR33750958.9936942__1.9793069	UniClust90_LLIEHLNH03552|2__10|SGB130007
SRR33750958.9937267__1.9793388	UniClust90_EJFOFLBH00725|1__9|SGB133091
SRR33750958.9936642__1.9792770	UniClust90_GMGIGFBN01986|1__11|SGB128987
SRR33750958.9938053__1.9794164	UniClust90_IOFPBIHC00363|10__14|SGB130007
SRR33750958.9940407__1.9796500	UniRef90_A0A1Q7BPJ2|1__6|SGB56640
SRR33750958.9941001__1.9797086	UniClust90_JMFJJCJA00953|1__7|SGB130007
SRR33750958.9942384__1.9798446	UniClust90_HNBLJKFC00895|1__8|SGB128778
SRR33750958.9944211__1.9800244	UniClust90_NNOGEMDJ02681|1__10|SGB128987
SRR33750958.9944249__1.9800282	UniClust90_OKNLNMAL01444|1__16|SGB133129
SRR33750958.9944764__1.9800791	UniClust90_PEODAMJP01677|1__7|SGB128471
SRR33750958.9946977__1.9802973	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750958.9946995__1.9802991	UniRef90_UPI00047FE665|1__11|SGB31990
SRR33750958.9947501__1.9803490	UniClust90_CHMIEHDJ01175|1__8|SGB56640
SRR33750958.9947701__1.9803690	UniClust90_CHMIEHDJ01175|1__8|SGB56640
SRR33750958.9947958__1.9803940	UniClust90_LLIEHLNH03104|1__5|SGB130007
SRR33750958.9948000__1.9803982	UniClust90_PIHLJOEE01054|1__7|SGB84075
SRR33750958.9948773__1.9804742	UniClust90_ANDLCEDJ01466|1__3|SGB133091
SRR33750958.9950037__1.9805986	UniClust90_OCJAPFEA03308|1__24|SGB125949
SRR33750958.9950667__1.9806611	UniClust90_NFEHNLLP01973|1__14|SGB184291
SRR33750958.9951681__1.9807614	UniClust90_CBDIOHJF00241|1__7|SGB89725
SRR33750958.9952500__1.9808419	UniClust90_MEAGNOHC02126|1__7|SGB133052
SRR33750958.9954853__1.9810741	UniRef90_A0A1Q7B552|1__7|SGB56640
SRR33750958.9955259__1.9811144	UniClust90_GNADLFLM03529|2__25|SGB126432
SRR33750958.9955542__1.9811425	UniClust90_OCJAPFEA01312|1__8|SGB125949
SRR33750958.9957848__1.9813699	UniClust90_OAHKOOFD01976|1__7|SGB122526
SRR33750958.9957668__1.9813523	UniRef90_A0A1H6KWJ7|1__4|SGB2549
SRR33750958.9958374__1.9814217	UniClust90_KIMNEABG00305|1__6|SGB131913
SRR33750958.9958425__1.9814268	UniClust90_OPLEJCPF05100|1__9|SGB125949
SRR33750958.9958428__1.9814271	UniClust90_OPLEJCPF05100|1__9|SGB125949
SRR33750958.9958478__1.9814320	UniClust90_OPLEJCPF05100|1__9|SGB125949
SRR33750958.9962347__1.9818146	UniClust90_IOFPBIHC00783|1__6|SGB130007
SRR33750958.9962772__1.9818563	UniRef90_A0A1I6VJM1|1__14|SGB7706
SRR33750958.9963328__1.9819111	UniClust90_LLIEHLNH03552|2__10|SGB130007
SRR33750958.9963665__1.9819444	UniClust90_OAHKOOFD00018|5__8|SGB122526
SRR33750958.9963125__1.9818912	UniRef90_A0A2V6DDY7|3__12|SGB22169
SRR33750958.9964505__1.9820273	UniClust90_LLIEHLNH03552|2__10|SGB130007
SRR33750958.9966107__1.9821855	UniClust90_LLIEHLNH00803|1__7|SGB130007
SRR33750958.9966582__1.9822322	UniRef90_A0A2V6DQC0|1__8|SGB22169
SRR33750958.9967351__1.9823074	UniClust90_MDGCCGDH03367|2__7|SGB56640
SRR33750958.9968367__1.9824076	UniClust90_EKCLMAKM04922|1__8|SGB89408
SRR33750958.9969183__1.9824880	UniClust90_EJAHAFID03406|1__6|SGB130007
SRR33750958.9970701__1.9826370	UniClust90_OCJAPFEA04719|1__9|SGB125949
SRR33750958.9973524__1.9829161	UniClust90_OCJAPFEA05578|1__10|SGB125949
SRR33750958.9974749__1.9830375	UniClust90_IPBGJNGD03291|1__11|SGB89408
SRR33750958.9975443__1.9831061	UniClust90_DDBCBOLD05813|1__3|SGB130045
SRR33750958.9975635__1.9831252	UniClust90_NOMIGGEC02314|1__11|SGB125949
SRR33750958.9976459__1.9832064	UniClust90_NHINAJKP02871|1__12|SGB128201
SRR33750958.9980545__1.9836081	UniClust90_ALPEOPJM00759|1__9|SGB84331
SRR33750958.9982491__1.9837997	UniClust90_EBKBLHBP00075|1__9|SGB133090
SRR33750958.9982821__1.9838322	UniClust90_NOMIGGEC01493|1__17|SGB125949
SRR33750958.9982416__1.9837922	UniClust90_BKEMCFBC03407|1__5|SGB131913
SRR33750958.9983170__1.9838667	UniClust90_IDPAEINK02024|1__16|SGB89725
SRR33750958.9983315__1.9838809	UniClust90_NOMIGGEC02016|1__9|SGB125949
SRR33750958.9983797__1.9839286	UniRef90_A0A1Q7B621|1__9|SGB56640
SRR33750958.9984143__1.9839628	UniRef90_A0A2V6KXS7|1__9|SGB52717
SRR33750958.9986252__1.9841702	UniClust90_DCJCBMEC01203|1__10|SGB122526
SRR33750958.9986365__1.9841815	UniClust90_LGBMFDOL00105|1__12|SGB129206
SRR33750958.9985902__1.9841358	UniClust90_OPLEJCPF02846|1__11|SGB125949
SRR33750958.9986691__1.9842138	UniClust90_OAHKOOFD00542|2__5|SGB122526
SRR33750958.9986387__1.9841836	UniRef90_A0A0X3S295|1__10|SGB16170
SRR33750958.9987648__1.9843076	UniClust90_LHPBCBPG01234|4__7|SGB74780
SRR33750958.9988847__1.9844256	UniRef90_A0A2V6I7W5|3__8|SGB84331
SRR33750958.9988416__1.9843829	UniClust90_LLIEHLNH02010|1__5|SGB130007
SRR33750958.9990958__1.9846338	UniClust90_NHHHKJJE03336|1__11|SGB125949
SRR33750958.9991036__1.9846416	UniClust90_IOFPBIHC02689|1__9|SGB130007
SRR33750958.9993029__1.9848390	UniClust90_DAODNPOA00254|8__15|SGB89725
SRR33750958.9993230__1.9848589	UniClust90_JEBKPGAM02004|1__12|SGB175096
SRR33750958.9993594__1.9848947	UniClust90_DAODNPOA00254|8__15|SGB89725
SRR33750958.9994558__1.9849902	UniClust90_HMPPKHGP01876|2__6|SGB133091
SRR33750958.9995818__1.9851145	UniClust90_ANDLCEDJ02263|1__9|SGB133091
SRR33750958.9997005__1.9852316	UniClust90_DCJCBMEC01013|1__4|SGB122526
SRR33750958.9998108__1.9853406	UniClust90_BGDHDLNA04274|1__17|SGB84075
SRR33750958.9998676__1.9853968	UniClust90_HGJNCPHJ00274|5__12|SGB125949
SRR33750958.9998679__1.9853971	UniClust90_EJAHAFID00708|1__11|SGB130007
SRR33750958.9998829__1.9854117	UniClust90_HMPPKHGP01444|1__8|SGB133091
SRR33750958.9999502__1.9854782	UniClust90_EHKFGODG01873|1__6|SGB134112
SRR33750958.9999894__1.9855171	UniClust90_ICLCAGBO01377|1__5|SGB131913
SRR33750958.10000948__1.9856214	UniClust90_CHLBPEBB02122|1__15|SGB89725
SRR33750958.10001674__1.9856929	UniRef90_A0A1F2W884|5__14|SGB174740
SRR33750958.10002027__1.9857278	UniClust90_FCKBNHJJ01883|1__13|SGB86769
SRR33750958.10002901__1.9858141	UniClust90_NFEHNLLP03811|1__24|SGB184291
SRR33750958.10005231__1.9860438	UniRef90_A0A176YX32|6__12|SGB11302
SRR33750958.10007128__1.9862310	UniClust90_FNPCGKEP01967|1__7|SGB84078
SRR33750958.10007929__1.9863106	UniClust90_OCJAPFEA00774|1__14|SGB125949
SRR33750958.10008591__1.9863762	UniClust90_EDNFDLAG00534|1__5|SGB84078
SRR33750958.10009152__1.9864314	UniClust90_ENBABIAF01015|1__12|SGB128778
SRR33750958.10009359__1.9864520	UniClust90_DCJCBMEC03223|2__7|SGB122526
SRR33750958.10010786__1.9865926	UniClust90_GJEIHIOJ02506|1__7|SGB122526
SRR33750958.10011157__1.9866286	UniClust90_CGJAOOKF00458|1__7|SGB134833
SRR33750958.10012573__1.9867676	UniClust90_OFJJKHAK01111|1__6|SGB84078
SRR33750958.10013331__1.9868422	UniClust90_KIMNEABG03302|1__11|SGB131913
SRR33750958.10014340__1.9869413	UniRef90_A0A1Q7BHY6|1__8|SGB56640
SRR33750958.10014262__1.9869336	UniRef90_A0A2V5Q9F0|1__4|SGB52719
SRR33750958.10015006__1.9870068	UniClust90_LLIEHLNH03555|1__6|SGB130007
SRR33750958.10017484__1.9872512	UniClust90_IIEDOAEF00861|1__24|SGB128218
SRR33750958.10019017__1.9874030	UniClust90_ALADKHLP00123|1__7|SGB89423
SRR33750958.10020746__1.9875739	UniRef90_A0A2V5RFJ6|1__9|SGB52729
SRR33750958.10020350__1.9875348	UniClust90_HKBIJJBK08482|1__23|SGB110990
SRR33750958.10020985__1.9875977	UniClust90_DAODNPOA01190|1__12|SGB89725
SRR33750958.10022546__1.9877523	UniRef90_A0A2V5M5A1|1__20|SGB52717
SRR33750958.10022765__1.9877741	UniRef90_A0A2V5M5A1|1__20|SGB52717
SRR33750958.10022901__1.9877874	UniRef90_A0A2V5M5A1|1__20|SGB52717
SRR33750958.10023197__1.9878170	UniClust90_GJEIHIOJ01766|1__4|SGB122526
SRR33750958.10023367__1.9878336	UniClust90_OPLEJCPF04122|1__10|SGB125949
SRR33750958.10023584__1.9878551	UniRef90_A0A1Q7BRG4|1__3|SGB56638
SRR33750958.10026912__1.9881843	UniRef90_A0A2V6DPZ0|1__12|SGB22169
SRR33750958.10027235__1.9882164	UniClust90_OAHKOOFD02153|2__16|SGB122526
SRR33750958.10027655__1.9882578	UniClust90_EJAHAFID02207|1__5|SGB130007
SRR33750958.10027672__1.9882595	UniRef90_A0A1Q7BY99|1__6|SGB56640
SRR33750958.10027944__1.9882865	UniClust90_BNOEINHM02412|1__4|SGB122683
SRR33750958.10028177__1.9883094	UniRef90_A0A2A8S806|1__5|SGB7708
SRR33750958.10028609__1.9883524	UniClust90_DJBDGBNB03403|1__7|SGB89725
SRR33750958.10028638__1.9883553	UniClust90_EHKFGODG00443|1__9|SGB134112
SRR33750958.10029016__1.9883926	UniClust90_CHLBPEBB00899|1__4|SGB89725
SRR33750958.10029231__1.9884140	UniRef90_UPI0004765B22|1__24|SGB30552
SRR33750958.10029415__1.9884321	UniClust90_BHLGKCAN02232|1__6|SGB56640
SRR33750958.10029937__1.9884838	UniClust90_EDNFDLAG02239|1__11|SGB84078
SRR33750958.10029819__1.9884721	UniClust90_BHLGKCAN02232|1__6|SGB56640
SRR33750958.10031100__1.9885995	UniClust90_PCIJFCLC02316|1__7|SGB132245
SRR33750958.10031101__1.9885996	UniClust90_OCJAPFEA01058|1__10|SGB125949
SRR33750958.10031505__1.9886398	UniRef90_A0A345ZZ40|5__10|SGB89408
SRR33750958.10031942__1.9886830	UniClust90_IDPAEINK01984|1__13|SGB89725
SRR33750958.10032832__1.9887708	UniRef90_A0A3D5DSM3|1__7|SGB130007
SRR33750958.10033936__1.9888792	UniRef90_A0A2V5M5A1|1__20|SGB52717
SRR33750958.10034271__1.9889125	UniClust90_OGLMLKPI01542|1__13|SGB56638
SRR33750958.10035863__1.9890700	UniClust90_ECOFPDDJ00537|1__3|SGB89423
SRR33750958.10038093__1.9892901	UniClust90_MEABCEIN01365|1__6|SGB84078
SRR33750958.10039551__1.9894345	UniClust90_DCJCBMEC03005|1__6|SGB122526
SRR33750958.10040592__1.9895375	UniClust90_FHMMJPJP00419|1__6|SGB94041
SRR33750958.10041103__1.9895877	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750958.10040949__1.9895726	UniClust90_JKKHKAPH04135|1__8|SGB89408
SRR33750958.10041482__1.9896246	UniClust90_MCIKAKAA05123|1__12|SGB89693
SRR33750958.10042535__1.9897289	UniClust90_CHMIEHDJ01175|1__8|SGB56640
SRR33750958.10046601__1.9901310	UniClust90_NHHHKJJE00913|1__11|SGB125949
SRR33750958.10050930__1.9905588	UniClust90_CEIBDEKO01576|1__8|SGB133121
SRR33750958.10051620__1.9906267	UniRef90_A0A2V5LXJ5|1__11|SGB52719
SRR33750958.10052313__1.9906950	UniClust90_OAHKOOFD02431|1__5|SGB122526
SRR33750958.10053434__1.9908060	UniClust90_EJAHAFID00079|1__7|SGB130007
SRR33750958.10053835__1.9908456	UniClust90_MEABCEIN01483|1__6|SGB84078
SRR33750958.10056261__1.9910853	UniClust90_OPFCPGGL00889|1__7|SGB89423
SRR33750958.10056623__1.9911211	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750958.10056885__1.9911471	UniClust90_AOMEFECO00717|1__12|SGB133090
SRR33750958.10057464__1.9912045	UniRef90_UPI0010092683|1__12|SGB31976
SRR33750958.10058335__1.9912908	UniClust90_IDKECNGD01292|1__5|SGB74789
SRR33750958.10058425__1.9912998	UniClust90_BOKHIPMC01922|1__17|SGB130007
SRR33750958.10059473__1.9914038	UniClust90_EJFOFLBH01359|1__5|SGB133091
SRR33750958.10059167__1.9913734	UniClust90_EHKFGODG01634|1__14|SGB134112
SRR33750958.10060586__1.9915143	UniClust90_HMPPKHGP00911|9__13|SGB133091
SRR33750958.10060841__1.9915396	UniClust90_PICJGFGP02237|1__6|SGB89423
SRR33750958.10060793__1.9915348	UniClust90_IDPAEINK00795|1__6|SGB89725
SRR33750958.10061058__1.9915612	UniClust90_NOMIGGEC03544|1__20|SGB125949
SRR33750958.10063116__1.9917651	UniClust90_OHKKNMDA00758|1__3|SGB122683
SRR33750958.10064015__1.9918537	UniRef90_A0A1Q7B8W4|1__6|SGB56640
SRR33750958.10063798__1.9918322	UniClust90_CHMIEHDJ00058|1__4|SGB56640
SRR33750958.10064549__1.9919065	UniClust90_OCJAPFEA01349|1__11|SGB125949
SRR33750958.10064700__1.9919215	UniClust90_ICLCAGBO03534|1__6|SGB131913
SRR33750958.10065445__1.9919955	UniClust90_FNPCGKEP01659|1__4|SGB84078
SRR33750958.10065816__1.9920324	UniClust90_CHMIEHDJ04510|1__7|SGB56640
SRR33750958.10065882__1.9920388	UniClust90_FNPCGKEP01659|1__4|SGB84078
SRR33750958.10066077__1.9920582	UniClust90_NOMIGGEC00979|1__9|SGB125949
SRR33750958.10066086__1.9920590	UniClust90_ICJPFPDN00914|1__5|SGB74789
SRR33750958.10066410__1.9920908	UniClust90_DHCJNNEN00108|1__3|SGB89423
SRR33750958.10067136__1.9921627	UniClust90_EHFFKAJJ05090|6__11|SGB74780
SRR33750958.10067167__1.9921657	UniClust90_EHFFKAJJ05090|6__11|SGB74780
SRR33750958.10067374__1.9921860	UniClust90_NOMIGGEC01493|1__17|SGB125949
SRR33750958.10067535__1.9922020	UniRef90_UPI000375E9C2|1__21|SGB30552
SRR33750958.10067393__1.9921879	UniRef90_UPI000375E9C2|1__21|SGB30552
SRR33750958.10068083__1.9922564	UniClust90_OCJAPFEA03769|1__15|SGB125949
SRR33750958.10071494__1.9925938	UniRef90_A0A1Q7B556|3__8|SGB56640
SRR33750958.10074331__1.9928757	UniClust90_EEMCGFAP03680|1__11|SGB128685
SRR33750958.10074531__1.9928955	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750958.10076691__1.9931089	UniClust90_GANILFCG01315|1__8|SGB74789
SRR33750958.10078099__1.9932486	UniClust90_CHLBPEBB01456|1__13|SGB89725
SRR33750958.10077558__1.9931950	UniClust90_KPGCMLFP03166|1__9|SGB89408
SRR33750958.10078666__1.9933047	UniClust90_GMEAMNGB02997|1__4|SGB134112
SRR33750958.10082955__1.9937285	UniClust90_CHMIEHDJ03726|1__4|SGB56640
SRR33750958.10083695__1.9938016	UniClust90_LLHLEBOE01853|1__9|SGB89423
SRR33750958.10083810__1.9938126	UniClust90_EDBNNBOB01936|1__5|SGB56640
SRR33750958.10083895__1.9938209	UniClust90_GIMAHFHH00650|1__10|SGB89408
SRR33750958.10083964__1.9938278	UniClust90_IOFPBIHC02053|1__7|SGB130007
SRR33750958.10084416__1.9938726	UniClust90_PKHPNKKE01851|1__7|SGB175811
SRR33750958.10085551__1.9939850	UniClust90_DJFHEFAJ00975|1__5|SGB89423
SRR33750958.10085857__1.9940150	UniClust90_CHLBPEBB02122|1__15|SGB89725
SRR33750958.10087046__1.9941325	UniClust90_JKONEDMA03021|1__6|SGB130007
SRR33750958.10087080__1.9941359	UniClust90_OALLKAFI04015|1__5|SGB84078
SRR33750958.10087165__1.9941444	UniClust90_GJEIHIOJ02066|1__9|SGB122526
SRR33750958.10087059__1.9941338	UniClust90_OALLKAFI04015|1__5|SGB84078
SRR33750958.10088105__1.9942375	UniClust90_EJAHAFID00708|1__11|SGB130007
SRR33750958.10089844__1.9944093	UniClust90_KIMIJBHB00893|1__21|SGB126432
SRR33750958.10090231__1.9944474	UniClust90_FNPCGKEP04090|1__6|SGB84078
SRR33750958.10091156__1.9945392	UniClust90_DPJLILCC01625|1__10|SGB89725
SRR33750958.10092610__1.9946831	UniClust90_FNPCGKEP05217|4__9|SGB84078
SRR33750958.10094134__1.9948343	UniClust90_EDBNNBOB01006|1__3|SGB56640
SRR33750958.10094232__1.9948440	UniClust90_AOMEFECO00927|11__17|SGB133090
SRR33750958.10095313__1.9949509	UniClust90_IDPAEINK02536|1__3|SGB89725
SRR33750958.10095676__1.9949868	UniRef90_A0A1Q7BQ36|1__7|SGB56640
SRR33750958.10096085__1.9950271	UniClust90_GHPINBAM00377|1__9|SGB84331
SRR33750958.10096216__1.9950401	UniClust90_CMEKGFCC02306|1__9|SGB127159
SRR33750958.10099942__1.9954088	UniRef90_A0A1Q7B556|3__8|SGB56640
SRR33750958.10100574__1.9954718	UniRef90_A0A1Q7B755|1__5|SGB56640
SRR33750958.10101707__1.9955837	UniClust90_BGMDAEJF02021|14__20|SGB122526
SRR33750958.10101933__1.9956060	UniRef90_A0A2V6BEN9|1__4|SGB52717
SRR33750958.10102940__1.9957054	UniClust90_DCJCBMEC02771|1__6|SGB122526
SRR33750958.10103417__1.9957529	UniClust90_IDPAEINK02538|1__6|SGB89725
SRR33750958.10106252__1.9960331	UniClust90_DAODNPOA01891|1__8|SGB89725
SRR33750958.10106929__1.9961002	UniClust90_GMGIGFBN02612|1__11|SGB128987
SRR33750958.10106958__1.9961031	UniClust90_DLLMCDLB01390|1__4|SGB124478
SRR33750958.10107416__1.9961486	UniClust90_EJAHAFID01881|1__7|SGB130007
SRR33750958.10107431__1.9961501	UniClust90_EJAHAFID01881|1__7|SGB130007
SRR33750958.10109928__1.9963974	UniClust90_GNADLFLM06056|1__23|SGB126432
SRR33750958.10110699__1.9964736	UniClust90_OCJAPFEA03112|1__16|SGB125949
SRR33750958.10111277__1.9965308	UniClust90_DPLIHBNC01353|1__10|SGB89725
SRR33750958.10111740__1.9965764	UniClust90_MCIHBEKD04046|1__12|SGB130205
SRR33750958.10112128__1.9966146	UniClust90_OAHKOOFD03207|5__9|SGB122526
SRR33750958.10112496__1.9966511	UniClust90_BOKHIPMC01063|1__5|SGB130007
SRR33750958.10112591__1.9966606	UniClust90_MKPDLIIB00447|1__7|SGB131913
SRR33750958.10112573__1.9966588	UniClust90_OECKFAOL01866|1__5|SGB89423
SRR33750958.10115786__1.9969769	UniClust90_NOMIGGEC00941|1__20|SGB125949
SRR33750958.10118088__1.9972054	UniClust90_OAHKOOFD00798|1__6|SGB122526
SRR33750958.10118563__1.9972525	UniClust90_FNPCGKEP01158|1__5|SGB84078
SRR33750958.10118690__1.9972650	UniClust90_MEABCEIN00532|1__6|SGB84078
SRR33750958.10119168__1.9973120	UniClust90_FIHOKOAF00736|1__4|SGB74789
SRR33750958.10120906__1.9974831	UniRef90_A0A353YFI2|1__5|SGB89423
SRR33750958.10121198__1.9975121	UniClust90_FCCJMKHN03269|1__13|SGB134782
SRR33750958.10121350__1.9975268	UniClust90_PPDCKKGL00670|1__9|SGB133090
SRR33750958.10121969__1.9975885	UniRef90_A0A2V5M1K3|1__5|SGB52719
SRR33750958.10124066__1.9977965	UniClust90_EJFOFLBH00026|1__4|SGB133091
SRR33750958.10124513__1.9978407	UniClust90_BKMLPNMA00308|1__12|SGB89423
SRR33750958.10124849__1.9978734	UniClust90_KHNKNMGA02315|1__10|SGB86769
SRR33750958.10126730__1.9980580	UniClust90_GMEAMNGB02060|1__14|SGB134112
SRR33750958.10127086__1.9980930	UniClust90_EHIAFBHG00455|1__9|SGB128778
SRR33750958.10128766__1.9982581	UniClust90_IIEDOAEF01686|1__14|SGB128218
SRR33750958.10130374__1.9984178	UniClust90_HGAMACDH01061|3__9|SGB128778
SRR33750958.10132236__1.9986023	UniClust90_DCJCBMEC01203|1__10|SGB122526
SRR33750958.10132674__1.9986457	UniClust90_OPLEJCPF06363|1__10|SGB125949
SRR33750958.10132984__1.9986765	UniRef90_A0A2V5MXM0|1__4|SGB52717
SRR33750958.10135261__1.9989020	UniClust90_MEABCEIN01476|1__16|SGB84078
SRR33750958.10135209__1.9988969	UniClust90_AOMEFECO01297|3__10|SGB133090
SRR33750958.10136570__1.9990315	UniClust90_CMJGEBLA03514|1__12|SGB89408
SRR33750958.10136163__1.9989911	UniClust90_OAHKOOFD02153|2__16|SGB122526
SRR33750958.10138180__1.9991902	UniClust90_JBMBCDML00319|1__3|SGB89725
SRR33750958.10138571__1.9992289	UniClust90_PIENKCND02076|1__5|SGB56638
SRR33750958.10138544__1.9992263	UniClust90_FNPCGKEP00735|1__6|SGB84078
SRR33750958.10138891__1.9992608	UniRef90_A0A1Q7BYR0|1__5|SGB56640
SRR33750958.10139666__1.9993374	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750958.10140256__1.9993958	UniClust90_JKKHKAPH01688|1__20|SGB89408
SRR33750958.10141599__1.9995280	UniClust90_DJBDGBNB00574|3__6|SGB89725
SRR33750958.10142387__1.9996064	UniClust90_DPLIHBNC01350|1__9|SGB89725
SRR33750958.10143917__1.9997571	UniClust90_EAKADGJF03842|1__3|SGB131926
SRR33750958.10144743__1.9998394	UniClust90_OPLEJCPF02018|1__11|SGB125949
SRR33750958.10145872__1.9999509	UniRef90_A0A2V5LPG5|5__12|SGB52717
SRR33750958.10146495__1.10000126	UniClust90_JMFJJCJA03494|1__9|SGB130007
SRR33750958.10148274__1.10001886	UniClust90_HGJNCPHJ01094|1__14|SGB125949
SRR33750958.10148588__1.10002195	UniClust90_ANHDKACD00651|1__6|SGB84076
SRR33750958.10148971__1.10002574	UniClust90_KLKLLDCD01361|1__10|SGB134805
SRR33750958.10149249__1.10002847	UniClust90_ALPEOPJM00166|1__7|SGB84331
SRR33750958.10150005__1.10003591	UniClust90_OCJAPFEA04975|1__10|SGB125949
SRR33750958.10150103__1.10003689	UniClust90_PPJAIDOO04144|1__7|SGB84075
SRR33750958.10150996__1.10004572	UniClust90_IBMDDACE01032|1__7|SGB128778
SRR33750958.10151281__1.10004855	UniRef90_A0A2A8S670|3__7|SGB7708
SRR33750958.10152844__1.10006404	UniClust90_MEABCEIN01365|1__6|SGB84078
SRR33750958.10153395__1.10006946	UniClust90_MEABCEIN01365|1__6|SGB84078
SRR33750958.10154605__1.10008142	UniClust90_BHLGKCAN02368|1__5|SGB56640
SRR33750958.10154758__1.10008293	UniRef90_UPI000412684D|1__20|SGB31952
SRR33750958.10154710__1.10008246	UniClust90_IAFJOFII00134|1__10|SGB134112
SRR33750958.10155462__1.10008992	UniClust90_OAHKOOFD03211|1__5|SGB122526
SRR33750958.10156213__1.10009735	UniClust90_NHHHKJJE00913|1__11|SGB125949
SRR33750958.10156924__1.10010437	UniClust90_NNEGPIJI01859|1__6|SGB127159
SRR33750958.10156837__1.10010350	UniClust90_CBNLCMFD00284|1__9|SGB74789
SRR33750958.10158109__1.10011609	UniClust90_BHLGKCAN00022|1__16|SGB56640
SRR33750958.10160982__1.10014442	UniClust90_KIMIJBHB01430|1__26|SGB126432
SRR33750958.10161708__1.10015160	UniRef90_A0A2V6DJ06|1__10|SGB22169
SRR33750958.10161928__1.10015379	UniClust90_OCJAPFEA00140|1__12|SGB125949
SRR33750958.10161929__1.10015380	UniClust90_OCJAPFEA00140|1__12|SGB125949
SRR33750958.10161935__1.10015386	UniClust90_OCJAPFEA00140|1__12|SGB125949
SRR33750958.10162650__1.10016094	UniClust90_DMCDKPDB02620|1__4|SGB89423
SRR33750958.10163337__1.10016776	UniClust90_DPJLILCC01931|1__5|SGB89725
SRR33750958.10163347__1.10016786	UniClust90_NHHHKJJE01626|1__13|SGB125949
SRR33750958.10164162__1.10017598	UniClust90_GFHGLNMO01320|1__11|SGB133091
SRR33750958.10165664__1.10019081	UniClust90_IGKPANEM03241|1__22|SGB128987
SRR33750958.10165772__1.10019187	UniClust90_IJHKGIGD01048|1__19|SGB128471
SRR33750958.10166821__1.10020226	UniRef90_A0A2V5QA27|1__3|SGB52719
SRR33750958.10167680__1.10021077	UniClust90_HGJNCPHJ03629|1__11|SGB125949
SRR33750958.10167881__1.10021276	UniClust90_DJBDGBNB01992|1__4|SGB89725
SRR33750958.10167882__1.10021277	UniClust90_DJBDGBNB01992|1__4|SGB89725
SRR33750958.10168660__1.10022043	UniClust90_DHCJNNEN00215|1__7|SGB89423
SRR33750958.10169834__1.10023200	UniRef90_A0A1Q5S554|1__7|SGB89705
SRR33750958.10170685__1.10024039	UniClust90_OKNLNMAL01444|1__16|SGB133129
SRR33750958.10170281__1.10023642	UniClust90_JBMBCDML01852|1__4|SGB89725
SRR33750958.10171773__1.10025115	UniClust90_OAHKOOFD03543|4__8|SGB122526
SRR33750958.10171966__1.10025308	UniClust90_PFBNAPOO01280|1__9|SGB89423
SRR33750958.10172248__1.10025586	UniClust90_NOMIGGEC04463|1__9|SGB125949
SRR33750958.10172462__1.10025799	UniClust90_DPLIHBNC00377|1__16|SGB89725
SRR33750958.10172569__1.10025906	UniClust90_CFAJFCKN00180|1__11|SGB90577
SRR33750958.10173339__1.10026672	UniClust90_CEIBDEKO00094|1__13|SGB133121
SRR33750958.10174704__1.10028024	UniClust90_NOMIGGEC04447|1__10|SGB125949
SRR33750958.10175474__1.10028786	UniClust90_JMJHPHJK02080|1__10|SGB134112
SRR33750958.10175714__1.10029025	UniClust90_JBMBCDML02119|1__6|SGB89725
