SRR33750957.1655__1.1620	UniRef90_A0A2V6AUU0|1__6|SGB52714
SRR33750957.2243115__1.2217550	UniClust90_KIHGAKFE01855|1__23|SGB128778
SRR33750957.2243202__1.2217634	UniClust90_EJFOFLBH00361|1__6|SGB133091
SRR33750957.2244801__1.2219210	UniClust90_GFFNGEKC02172|1__6|SGB56640
SRR33750957.2244678__1.2219088	UniClust90_GFFNGEKC02172|1__6|SGB56640
SRR33750957.2245506__1.2219903	UniClust90_BHLGKCAN00022|1__16|SGB56640
SRR33750957.2245179__1.2219581	UniClust90_PPJAIDOO04145|1__4|SGB84075
SRR33750957.2245223__1.2219625	UniClust90_LLIEHLNH02323|1__5|SGB130007
SRR33750957.2246033__1.2220423	UniClust90_DBMLCDNA00401|1__19|SGB130909
SRR33750957.2246531__1.2220912	UniClust90_BOKHIPMC02144|1__6|SGB130007
SRR33750957.2246803__1.2221182	UniClust90_LACEKAON00692|1__11|SGB129874
SRR33750957.2246819__1.2221198	UniClust90_EJAHAFID02739|1__11|SGB130007
SRR33750957.2247490__1.2221856	UniRef90_A0A3D5DSW4|1__8|SGB130007
SRR33750957.2248471__1.2222825	UniClust90_HNBLJKFC00645|1__7|SGB128778
SRR33750957.2248958__1.2223295	UniClust90_LOGOHNGJ01801|1__11|SGB126057
SRR33750957.2250165__1.2224485	UniClust90_OALLKAFI03588|1__4|SGB84078
SRR33750957.2249983__1.2224306	UniClust90_NOMIGGEC04189|1__9|SGB125949
SRR33750957.2249733__1.2224061	UniClust90_PPJAIDOO03965|1__7|SGB84075
SRR33750957.2250210__1.2224530	UniClust90_NOMIGGEC04189|1__9|SGB125949
SRR33750957.2250821__1.2225134	UniClust90_HGJNCPHJ04706|1__10|SGB125949
SRR33750957.2250833__1.2225146	UniClust90_NOMIGGEC04189|1__9|SGB125949
SRR33750957.2251327__1.2225634	UniRef90_A0A1Q8B6F9|1__6|SGB17587
SRR33750957.2251365__1.2225672	UniClust90_AOMEFECO00720|1__6|SGB133090
SRR33750957.2252581__1.2226870	UniClust90_PEODAMJP01643|1__8|SGB128471
SRR33750957.2255283__1.2229552	UniClust90_OEKPEMHO03930|1__10|SGB129874
SRR33750957.2256063__1.2230321	UniClust90_CMHDMJOM03219|1__5|SGB56640
SRR33750957.2256507__1.2230756	UniClust90_LLIEHLNH02830|3__8|SGB130007
SRR33750957.2257554__1.2231795	UniClust90_JHNMEHIJ02294|1__7|SGB56640
SRR33750957.2257488__1.2231729	UniClust90_BOKHIPMC05206|1__5|SGB130007
SRR33750957.2258696__1.2232919	UniClust90_JMFJJCJA01738|3__10|SGB130007
SRR33750957.2258988__1.2233208	UniClust90_DBINOMHF01452|1__5|SGB56638
SRR33750957.2258974__1.2233194	UniClust90_DBINOMHF01452|1__5|SGB56638
SRR33750957.2259883__1.2234092	UniClust90_LJMOGHMP01238|1__10|SGB128778
SRR33750957.2260152__1.2234358	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750957.2262165__1.2236348	UniClust90_IBNNDEFK04269|1__7|SGB89408
SRR33750957.2262699__1.2236876	UniClust90_HGDFNEGB02295|1__9|SGB133230
SRR33750957.2262580__1.2236761	UniClust90_NFEHNLLP05436|1__21|SGB184291
SRR33750957.2264172__1.2238334	UniClust90_KMEALJDO00296|1__5|SGB84078
SRR33750957.2264462__1.2238620	UniClust90_DPJLILCC01711|1__3|SGB89725
SRR33750957.2269682__1.2243763	UniClust90_EEMCGFAP00619|1__20|SGB128685
SRR33750957.2269671__1.2243752	UniClust90_EEMCGFAP00619|1__20|SGB128685
SRR33750957.2269873__1.2243952	UniClust90_IOFPBIHC02046|1__12|SGB130007
SRR33750957.2270510__1.2244583	UniRef90_UPI0002EB4FB8|1__10|SGB29968
SRR33750957.2270889__1.2244959	UniClust90_AOMEFECO01387|5__13|SGB133090
SRR33750957.2272445__1.2246500	UniRef90_A0A2V8TXD4|1__17|SGB54509
SRR33750957.2272599__1.2246654	UniRef90_A0A1Q6WXE6|1__7|SGB52720
SRR33750957.2273249__1.2247295	UniRef90_A0A2V8L1H1|1__5|SGB17587
SRR33750957.2274783__1.2248811	UniClust90_DEFNONOM00153|1__6|SGB56640
SRR33750957.2275456__1.2249476	UniClust90_IDPAEINK01984|1__13|SGB89725
SRR33750957.2275041__1.2249067	UniClust90_CKDECKMG00587|1__8|SGB133121
SRR33750957.2275664__1.2249681	UniClust90_LACEKAON02559|1__9|SGB129874
SRR33750957.2275898__1.2249912	UniClust90_LHNJEBFK00050|1__8|SGB123609
SRR33750957.2276688__1.2250694	UniClust90_PIHLJOEE04246|1__6|SGB84075
SRR33750957.2277458__1.2251457	UniClust90_EJAHAFID02835|1__6|SGB130007
SRR33750957.2277531__1.2251530	UniRef90_A0A1Q7BQ36|1__7|SGB56640
SRR33750957.2278063__1.2252054	UniClust90_DEFNONOM00153|1__6|SGB56640
SRR33750957.2278822__1.2252803	UniClust90_DAODNPOA00540|1__5|SGB89725
SRR33750957.2281616__1.2255557	UniClust90_IJHKGIGD02566|1__12|SGB128471
SRR33750957.2282019__1.2255957	UniRef90_A0A2V8KDM9|1__8|SGB17587
SRR33750957.2282366__1.2256295	UniRef90_A0A2V5QL08|1__6|SGB52719
SRR33750957.2284583__1.2258491	UniClust90_BGMDAEJF01557|1__4|SGB122526
SRR33750957.2285150__1.2259052	UniClust90_DLOKBJPP00081|1__8|SGB131913
SRR33750957.2286735__1.2260619	UniClust90_DFFDBJFB01635|1__7|SGB125699
SRR33750957.2287145__1.2261023	UniClust90_DFFDBJFB01635|1__7|SGB125699
SRR33750957.2288429__1.2262300	UniClust90_NLMPKCAO05378|1__3|SGB73718
SRR33750957.2287824__1.2261700	UniClust90_FNPCGKEP04824|1__7|SGB84078
SRR33750957.2289106__1.2262965	UniClust90_PJKCPLGD00328|1__5|SGB89423
SRR33750957.2289836__1.2263690	UniClust90_BDGBANDJ03657|1__8|SGB127159
SRR33750957.2290470__1.2264316	UniRef90_A0A0U1NTW9|1__13|SGB7574
SRR33750957.2291120__1.2264960	UniClust90_DLOKBJPP00235|1__8|SGB131913
SRR33750957.2292191__1.2266021	UniClust90_BDGBANDJ03657|1__8|SGB127159
SRR33750957.2292948__1.2266767	UniClust90_EOGAHIKI01003|1__13|SGB184486
SRR33750957.2293597__1.2267406	UniClust90_BOAKGFPK03829|1__15|SGB130909
SRR33750957.2293325__1.2267139	UniClust90_NPCMNNGD01209|1__12|SGB130909
SRR33750957.2293668__1.2267477	UniClust90_MAPGAGMJ00526|1__5|SGB133334
SRR33750957.2294670__1.2268471	UniClust90_JMFJJCJA03372|1__11|SGB130007
SRR33750957.2294778__1.2268579	UniClust90_CHMIEHDJ00800|1__7|SGB56640
SRR33750957.2295395__1.2269185	UniRef90_A0A2V5YTW9|1__11|SGB52714
SRR33750957.2295525__1.2269314	UniRef90_A0A1Q7GAD9|1__4|SGB17587
SRR33750957.2295570__1.2269357	UniClust90_IOFPBIHC02624|1__8|SGB130007
SRR33750957.2296088__1.2269871	UniClust90_DJBDGBNB03147|1__4|SGB89725
SRR33750957.2296765__1.2270543	UniClust90_MEABCEIN01304|1__9|SGB84078
SRR33750957.2296791__1.2270569	UniClust90_PIHLJOEE02765|1__6|SGB84075
SRR33750957.2297914__1.2271683	UniClust90_KDDPKKIL01350|1__7|SGB128471
SRR33750957.2299240__1.2272993	UniRef90_A0A2V5JLZ2|1__7|SGB52720
SRR33750957.2299310__1.2273062	UniClust90_JIDLGHFK00338|5__9|SGB128854
SRR33750957.2299462__1.2273212	UniClust90_OJGLOKOM01578|1__6|SGB84075
SRR33750957.2299612__1.2273361	UniClust90_DJBDGBNB01992|1__4|SGB89725
SRR33750957.2300239__1.2273985	UniClust90_BGDHDLNA07468|1__6|SGB84075
SRR33750957.2300480__1.2274224	UniClust90_CHLBPEBB02696|1__7|SGB89725
SRR33750957.2300690__1.2274430	UniClust90_HOMJAIDI01111|1__5|SGB89423
SRR33750957.2301717__1.2275440	UniRef90_A0A1Q7B621|1__9|SGB56640
SRR33750957.2303126__1.2276832	UniRef90_A0A2V8JIT0|1__16|SGB22097
SRR33750957.2303823__1.2277519	UniClust90_JMFJJCJA02527|1__6|SGB130007
SRR33750957.2305068__1.2278751	UniClust90_BOAKGFPK02867|1__13|SGB130909
SRR33750957.2305652__1.2279328	UniClust90_DPJLILCC01647|4__7|SGB89725
SRR33750957.2305890__1.2279564	UniClust90_AHIOBOCM00466|1__3|SGB56638
SRR33750957.2306766__1.2280431	UniRef90_A0A2V8IHI4|1__5|SGB17587
SRR33750957.2306996__1.2280661	UniClust90_EJAHAFID00868|1__5|SGB130007
SRR33750957.2308184__1.2281843	UniClust90_FCKBNHJJ01883|1__13|SGB86769
SRR33750957.2308940__1.2282590	VDB|0043-0016-0-0000|MV643-c1920-c0-c6
SRR33750957.2309786__1.2283426	UniRef90_A0A1Q7B5E0|5__12|SGB56640
SRR33750957.2312442__1.2286057	UniClust90_IDPAEINK00795|1__6|SGB89725
SRR33750957.2313928__1.2287525	UniRef90_A0A1I1S9F1|1__13|SGB8289
SRR33750957.2315696__1.2289279	UniClust90_KDDPKKIL01350|1__7|SGB128471
SRR33750957.2318039__1.2291597	UniRef90_A0A1Q7BGM5|1__5|SGB73517
SRR33750957.2317903__1.2291462	UniClust90_GEHFPKBH03668|1__6|SGB84075
SRR33750957.2317955__1.2291514	UniClust90_KDDPKKIL01350|1__7|SGB128471
SRR33750957.2317492__1.2291056	UniClust90_LACEKAON00692|1__11|SGB129874
SRR33750957.2319918__1.2293451	UniClust90_JMFJJCJA04673|1__5|SGB130007
SRR33750957.2322256__1.2295769	UniClust90_KDDPKKIL02422|1__8|SGB128471
SRR33750957.2322176__1.2295690	UniClust90_BOAKGFPK04579|1__15|SGB130909
SRR33750957.2322006__1.2295521	UniClust90_JKONEDMA00955|1__6|SGB130007
SRR33750957.2322667__1.2296174	UniClust90_EDBNNBOB01735|5__8|SGB56640
SRR33750957.2326668__1.2300136	UniClust90_LLIEHLNH02915|1__12|SGB130007
SRR33750957.2327138__1.2300602	UniClust90_CMHDMJOM02009|1__7|SGB56640
SRR33750957.2328371__1.2301823	UniClust90_DDCNALFM01950|1__10|SGB73694
SRR33750957.2328258__1.2301711	UniClust90_MEABCEIN01012|1__7|SGB84078
SRR33750957.2328111__1.2301566	UniClust90_IDGGEJIK02437|1__3|SGB56638
SRR33750957.2329361__1.2302804	UniRef90_A0A0U1NZ20|1__16|SGB7574
SRR33750957.2330213__1.2303647	UniClust90_EDNFDLAG00321|6__16|SGB84078
SRR33750957.2332483__1.2305886	UniClust90_DAODNPOA02194|1__5|SGB89725
SRR33750957.2333050__1.2306444	UniClust90_NNEGPIJI01791|1__8|SGB127159
SRR33750957.2333267__1.2306660	UniClust90_CHMIEHDJ02503|1__6|SGB56640
SRR33750957.2335745__1.2309120	UniRef90_A0A2V8KRV2|1__11|SGB17587
SRR33750957.2336654__1.2310024	UniClust90_MFHNADMK01203|1__12|SGB73649
SRR33750957.2336720__1.2310088	UniClust90_OCJAPFEA01889|1__12|SGB125949
SRR33750957.2338225__1.2311578	UniClust90_LACEKAON03618|4__12|SGB129874
SRR33750957.2339064__1.2312408	UniClust90_OALLKAFI04015|1__5|SGB84078
SRR33750957.2341667__1.2314964	UniRef90_A0A1Q7BDI5|1__10|SGB56640
SRR33750957.2342044__1.2315337	UniClust90_GJEIHIOJ00350|1__6|SGB122526
SRR33750957.2345645__1.2318894	UniClust90_LACEKAON01989|1__19|SGB129874
SRR33750957.2346855__1.2320094	UniClust90_CBDKFAGD01761|1__10|SGB73712
SRR33750957.2346872__1.2320110	UniClust90_AMOCLKLN00224|1__7|SGB122683
SRR33750957.2347398__1.2320631	UniClust90_OEKPEMHO04672|1__14|SGB129874
SRR33750957.2349262__1.2322480	UniClust90_IJHKGIGD01048|1__19|SGB128471
SRR33750957.2350005__1.2323215	UniClust90_PIHLJOEE05668|1__7|SGB84075
SRR33750957.2349950__1.2323160	UniRef90_A0A1Q7B849|1__4|SGB56640
SRR33750957.2350484__1.2323691	UniClust90_PPJAIDOO02802|1__6|SGB84075
SRR33750957.2350662__1.2323867	UniClust90_IMMCPGKG02094|1__14|SGB128778
SRR33750957.2351174__1.2324374	UniClust90_DPLIHBNC00784|1__9|SGB89725
SRR33750957.2351405__1.2324602	UniClust90_DBMLCDNA05453|1__12|SGB130909
SRR33750957.2352931__1.2326110	UniClust90_FFMKDPEP02449|1__9|SGB56104
SRR33750957.2356943__1.2330081	UniClust90_CHMIEHDJ04510|1__7|SGB56640
SRR33750957.2357176__1.2330311	UniClust90_CHMIEHDJ04510|1__7|SGB56640
SRR33750957.2357359__1.2330493	UniClust90_OALLKAFI01589|1__6|SGB84078
SRR33750957.2357603__1.2330737	UniClust90_JBMBCDML00318|1__3|SGB89725
SRR33750957.2357657__1.2330790	UniClust90_DLOKBJPP02342|1__7|SGB131913
SRR33750957.2358088__1.2331218	UniClust90_LACEKAON02550|1__10|SGB129874
SRR33750957.2358701__1.2331821	UniClust90_NHHHKJJE03336|1__11|SGB125949
SRR33750957.2360307__1.2333409	UniClust90_BOKHIPMC00669|1__11|SGB130007
SRR33750957.2360648__1.2333747	UniRef90_A0A1Q8BC56|4__17|SGB17587
SRR33750957.2362627__1.2335707	UniClust90_IOFPBIHC01412|1__9|SGB130007
SRR33750957.2363459__1.2336530	UniRef90_A0A1Q8BC56|4__17|SGB17587
SRR33750957.2363473__1.2336544	UniRef90_A0A1Q8BC56|4__17|SGB17587
SRR33750957.2364679__1.2337738	UniClust90_GEHFPKBH02110|1__6|SGB84075
SRR33750957.2366531__1.2339559	UniClust90_NPCMNNGD03764|1__14|SGB130909
SRR33750957.2367630__1.2340644	UniClust90_IOFPBIHC01994|1__9|SGB130007
SRR33750957.2368639__1.2341645	UniRef90_A0A2V8IHQ7|1__6|SGB17587
SRR33750957.2369242__1.2342242	UniClust90_PIHLJOEE04833|1__17|SGB84075
SRR33750957.2370116__1.2343112	UniClust90_IOFPBIHC01412|1__9|SGB130007
SRR33750957.2370472__1.2343463	UniRef90_A0A1Q8B6F9|1__6|SGB17587
SRR33750957.2371438__1.2344417	UniRef90_A0A1Q7B8W4|1__6|SGB56640
SRR33750957.2373295__1.2346254	UniClust90_LLIEHLNH02915|1__12|SGB130007
SRR33750957.2374193__1.2347139	UniClust90_KMEALJDO00550|3__6|SGB84078
SRR33750957.2373845__1.2346794	UniClust90_BOKHIPMC03426|1__8|SGB130007
SRR33750957.2374724__1.2347665	UniRef90_A0A0Q7TLA0|1__9|SGB89408
SRR33750957.2375916__1.2348849	UniClust90_BGDHDLNA05938|1__15|SGB84075
SRR33750957.2377045__1.2349969	UniClust90_KDDPKKIL00751|1__10|SGB128471
SRR33750957.2378269__1.2351176	UniRef90_A0A2V5M5A1|1__20|SGB52717
SRR33750957.2378192__1.2351102	UniClust90_LAOIKIBA00752|1__4|SGB126014
SRR33750957.2378908__1.2351809	UniClust90_GFHGLNMO01431|1__4|SGB133091
SRR33750957.2379116__1.2352015	UniClust90_BKIEHKJF01489|11__23|SGB131913
SRR33750957.2379120__1.2352019	UniClust90_HGAMACDH01496|1__9|SGB128778
SRR33750957.2379185__1.2352084	UniClust90_OJGLOKOM02226|1__9|SGB84075
SRR33750957.2380309__1.2353195	UniRef90_A0A1Q7B6A6|1__9|SGB56638
SRR33750957.2380355__1.2353241	UniRef90_A0A1Q7B755|1__5|SGB56640
SRR33750957.2380356__1.2353242	UniRef90_A0A2A8SCS1|4__10|SGB7708
SRR33750957.2380939__1.2353822	UniClust90_BGDHDLNA01032|1__5|SGB84075
SRR33750957.2381495__1.2354375	UniClust90_LLIEHLNH01378|1__5|SGB130007
SRR33750957.2381616__1.2354495	UniRef90_A0A2V6APY2|1__7|SGB52714
SRR33750957.2381809__1.2354686	UniClust90_LLIEHLNH02640|1__5|SGB130007
SRR33750957.2383921__1.2356780	UniClust90_OCJAPFEA03699|1__10|SGB125949
SRR33750957.2383829__1.2356688	UniClust90_OCJAPFEA03699|1__10|SGB125949
SRR33750957.2384873__1.2357722	UniClust90_FNPCGKEP03897|2__6|SGB84078
SRR33750957.2384916__1.2357765	UniClust90_OEKPEMHO02014|1__9|SGB129874
SRR33750957.2384601__1.2357454	UniClust90_DBMLCDNA03572|1__14|SGB130909
SRR33750957.2385708__1.2358550	UniRef90_A0A1Q7BHH1|1__10|SGB56640
SRR33750957.2385193__1.2358042	UniClust90_NOMIGGEC03977|1__9|SGB125949
SRR33750957.2386618__1.2359449	UniClust90_MHJDNOKO01803|1__10|SGB128178
SRR33750957.2386531__1.2359362	UniClust90_ANKLIGBF02185|1__5|SGB133334
SRR33750957.2386041__1.2358878	UniClust90_ANDLCEDJ01046|1__14|SGB133091
SRR33750957.2386856__1.2359685	UniClust90_FNPCGKEP00624|1__10|SGB84078
SRR33750957.2388616__1.2361431	UniClust90_GEHFPKBH00848|1__9|SGB84075
SRR33750957.2388871__1.2361679	UniClust90_LLIEHLNH01635|1__5|SGB130007
SRR33750957.2392467__1.2365249	UniClust90_GMKONCKM01113|1__5|SGB89423
SRR33750957.2392480__1.2365262	UniClust90_GMKONCKM01113|1__5|SGB89423
SRR33750957.2392924__1.2365698	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750957.2393311__1.2366083	UniClust90_OPOPMBLP07642|1__10|SGB94062
SRR33750957.2393506__1.2366276	UniClust90_GMEAMNGB00164|1__13|SGB134112
SRR33750957.2393738__1.2366507	UniClust90_BOKHIPMC03210|1__11|SGB130007
SRR33750957.2393755__1.2366523	UniClust90_BOKHIPMC03210|1__11|SGB130007
SRR33750957.2393572__1.2366342	UniClust90_DONCHACG01846|1__10|SGB73712
SRR33750957.2394202__1.2366965	UniRef90_A0A1B9YJA3|2__7|SGB11348
SRR33750957.2395253__1.2368003	UniClust90_AOMEFECO01387|5__13|SGB133090
SRR33750957.2395487__1.2368233	UniClust90_ILFFEGJL00647|6__10|SGB73517
SRR33750957.2396168__1.2368907	UniClust90_EJFOFLBH00725|1__9|SGB133091
SRR33750957.2396337__1.2369076	UniClust90_PIHLJOEE04833|1__17|SGB84075
SRR33750957.2396710__1.2369447	UniClust90_EJFOFLBH00725|1__9|SGB133091
SRR33750957.2397838__1.2370565	UniClust90_IMMCPGKG02021|1__7|SGB128778
SRR33750957.2398017__1.2370740	UniClust90_DPLIHBNC01349|1__19|SGB89725
SRR33750957.2398081__1.2370802	UniClust90_MDGCCGDH01361|1__8|SGB56640
SRR33750957.2400508__1.2373208	UniClust90_NFMPBPOM01634|1__10|SGB128685
SRR33750957.2400579__1.2373279	UniClust90_NFMPBPOM01634|1__10|SGB128685
SRR33750957.2400292__1.2372995	UniRef90_A0A2V8KDW3|4__8|SGB17587
SRR33750957.2401068__1.2373761	UniClust90_HNBLJKFC00008|1__9|SGB128778
SRR33750957.2401230__1.2373921	VDB|0043-0016-0-0000|MV643-c1920-c0-c6
SRR33750957.2401317__1.2374008	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750957.2402237__1.2374920	UniClust90_EFBPFKCE00423|1__5|SGB122683
SRR33750957.2402482__1.2375162	UniClust90_LLIEHLNH00026|1__10|SGB130007
SRR33750957.2402677__1.2375355	UniClust90_BOKHIPMC05186|1__5|SGB130007
SRR33750957.2404147__1.2376815	UniClust90_BOAKGFPK00529|1__14|SGB130909
SRR33750957.2404501__1.2377165	UniClust90_EHIAFBHG00778|1__7|SGB128778
SRR33750957.2406425__1.2379064	UniClust90_OPLEJCPF02909|1__13|SGB125949
SRR33750957.2406513__1.2379150	UniClust90_OPLEJCPF02909|1__13|SGB125949
SRR33750957.2407401__1.2380030	UniClust90_EHDCGPPN04131|1__20|SGB178290
SRR33750957.2409851__1.2382457	UniClust90_FIILNAFA01618|1__8|SGB73718
SRR33750957.2411399__1.2383986	UniClust90_DJBDGBNB00574|3__6|SGB89725
SRR33750957.2410548__1.2383143	UniClust90_BOAKGFPK03047|1__14|SGB130909
SRR33750957.2413415__1.2385980	UniClust90_NPCMNNGD04120|1__23|SGB130909
SRR33750957.2413936__1.2386495	UniClust90_OECKFAOL00951|1__9|SGB89423
SRR33750957.2413948__1.2386507	UniClust90_JKONEDMA00207|1__6|SGB130007
SRR33750957.2414629__1.2387182	UniClust90_PPJAIDOO03992|1__7|SGB84075
SRR33750957.2416918__1.2389450	UniClust90_NHHHKJJE00160|1__13|SGB125949
SRR33750957.2418033__1.2390559	UniClust90_PIHLJOEE05668|1__7|SGB84075
SRR33750957.2418857__1.2391375	VDB|0043-0016-0-0000|MV643-c1920-c0-c6
SRR33750957.2420000__1.2392511	UniClust90_EDBNNBOB00281|1__6|SGB56640
SRR33750957.2421139__1.2393635	UniRef90_A0A2V8U2P7|1__22|SGB54509
SRR33750957.2421174__1.2393670	UniRef90_A0A2V8U2P7|1__22|SGB54509
SRR33750957.2423077__1.2395544	UniClust90_CMHDMJOM04887|1__5|SGB56640
SRR33750957.2423366__1.2395828	UniClust90_KCGDLANI04124|1__3|SGB73718
SRR33750957.2426097__1.2398548	UniClust90_OEKPEMHO01590|1__12|SGB129874
SRR33750957.2427437__1.2399879	UniClust90_PIHLJOEE01276|1__7|SGB84075
SRR33750957.2428912__1.2401336	UniClust90_AOMEFECO00717|1__12|SGB133090
SRR33750957.2429965__1.2402373	UniClust90_IMMCPGKG00744|1__10|SGB128778
SRR33750957.2430149__1.2402554	UniRef90_A0A3N5HMW9|1__9|SGB86430
SRR33750957.2431305__1.2403706	UniClust90_BGDHDLNA01063|1__10|SGB84075
SRR33750957.2431465__1.2403866	UniClust90_BKNOBEKP02340|1__7|SGB56638
SRR33750957.2431945__1.2404346	UniRef90_B9XAI7|1__23|SGB8678
SRR33750957.2433606__1.2405997	UniClust90_LJMOGHMP00580|1__13|SGB128778
SRR33750957.2434180__1.2406564	UniClust90_NMMPJMDJ02951|1__4|SGB122683
SRR33750957.2434478__1.2406858	UniClust90_MKNNHAML03469|1__3|SGB56638
SRR33750957.2435852__1.2408219	UniClust90_BOAKGFPK05114|1__19|SGB130909
SRR33750957.2435853__1.2408220	UniClust90_NFMPBPOM03334|1__10|SGB128685
SRR33750957.2436442__1.2408803	UniClust90_PIHLJOEE01087|1__8|SGB84075
SRR33750957.2437199__1.2409551	UniClust90_JMFJJCJA00050|1__6|SGB130007
SRR33750957.2437420__1.2409769	UniClust90_LGJBDPMI00730|1__18|SGB133334
SRR33750957.2438293__1.2410630	UniClust90_EEMCGFAP00619|1__20|SGB128685
SRR33750957.2438451__1.2410787	UniClust90_PPJAIDOO00352|1__6|SGB84075
SRR33750957.2439069__1.2411400	UniClust90_IFGOGLNN03527|1__6|SGB126404
SRR33750957.2440110__1.2412434	UniClust90_JJIPPMBI01329|9__13|SGB133090
SRR33750957.2440280__1.2412603	UniRef90_A0A3N5VDA6|1__3|SGB74789
SRR33750957.2442011__1.2414314	UniClust90_GBLMBOPO00547|2__5|SGB133090
SRR33750957.2441684__1.2413990	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750957.2442338__1.2414638	UniClust90_EOFGAKMC00667|1__12|SGB84075
SRR33750957.2442773__1.2415069	UniRef90_A0A2V8GTH9|1__13|SGB17587
SRR33750957.2443097__1.2415389	UniClust90_DJBDGBNB02477|1__5|SGB89725
SRR33750957.2443173__1.2415465	UniClust90_DJBDGBNB02477|1__5|SGB89725
SRR33750957.2443271__1.2415563	UniClust90_CHMIEHDJ02211|1__6|SGB56640
SRR33750957.2443384__1.2415676	UniClust90_IDPAEINK02213|7__13|SGB89725
SRR33750957.2443667__1.2415957	UniClust90_IBMDDACE00584|7__22|SGB128778
SRR33750957.2443227__1.2415519	UniClust90_GNADLFLM01569|1__20|SGB126432
SRR33750957.2444925__1.2417206	UniRef90_A0A1Q7J1G6|1__10|SGB84075
SRR33750957.2445643__1.2417917	UniClust90_EJAHAFID01041|7__11|SGB130007
SRR33750957.2446044__1.2418314	UniClust90_ADNPOEOK04513|1__11|SGB73712
SRR33750957.2450161__1.2422387	UniClust90_FOJGPGMP01735|1__6|SGB133334
SRR33750957.2451955__1.2424170	UniRef90_A0A2V5L9S0|2__10|SGB52720
SRR33750957.2452627__1.2424836	UniClust90_DAODNPOA00539|1__7|SGB89725
SRR33750957.2452733__1.2424941	UniRef90_A0A2V6W9M1|1__5|SGB56134
SRR33750957.2454896__1.2427086	UniRef90_A0A2V5XNC5|1__7|SGB52727
SRR33750957.2454812__1.2427004	UniClust90_IMMCPGKG02094|1__14|SGB128778
SRR33750957.2454985__1.2427174	UniClust90_OALLKAFI02755|1__10|SGB84078
SRR33750957.2455607__1.2427787	UniClust90_LACEKAON00977|2__16|SGB129874
SRR33750957.2455975__1.2428154	UniClust90_ENCMJEIO07158|1__16|SGB87004
SRR33750957.2456825__1.2428997	UniClust90_BGDHDLNA04275|1__9|SGB84075
SRR33750957.2457539__1.2429707	UniClust90_KIHGAKFE00146|1__9|SGB128778
SRR33750957.2457647__1.2429815	UniClust90_OEKPEMHO01393|1__17|SGB129874
SRR33750957.2457746__1.2429914	UniRef90_A0A357CLP1|3__7|SGB133091
SRR33750957.2458480__1.2430645	UniClust90_EDNFDLAG01228|1__4|SGB84078
SRR33750957.2459261__1.2431422	UniRef90_A0A357CLP1|3__7|SGB133091
SRR33750957.2459806__1.2431961	UniClust90_PLNJEBMN00829|1__6|SGB133091
SRR33750957.2459464__1.2431624	UniClust90_CLKGBKMO01075|1__4|SGB56638
SRR33750957.2461232__1.2433381	UniClust90_JONPJDIE03786|1__9|SGB56638
SRR33750957.2462794__1.2434923	UniClust90_ENBABIAF02115|1__11|SGB128778
SRR33750957.2464763__1.2436869	UniClust90_OEKPEMHO01569|1__10|SGB129874
SRR33750957.2466224__1.2438317	UniRef90_A0A1Q7BDI5|1__10|SGB56640
SRR33750957.2466344__1.2438436	UniClust90_OAHKOOFD02502|2__6|SGB122526
SRR33750957.2467088__1.2439170	UniClust90_HNBLJKFC00893|1__10|SGB128778
SRR33750957.2468159__1.2440231	UniClust90_ANDLCEDJ01492|11__18|SGB133091
SRR33750957.2468122__1.2440194	UniClust90_EJFOFLBH00374|1__3|SGB133091
SRR33750957.2469227__1.2441290	UniRef90_A0A1Q7BFL1|2__6|SGB56640
SRR33750957.2469864__1.2441920	UniRef90_UPI0007A52696|1__11|SGB33910
SRR33750957.2470572__1.2442625	UniClust90_CHMIEHDJ01175|1__8|SGB56640
SRR33750957.2471514__1.2443562	UniRef90_UPI000C256783|1__23|SGB29929
SRR33750957.2471379__1.2443430	UniClust90_BOKHIPMC03210|1__11|SGB130007
SRR33750957.2472630__1.2444669	UniRef90_A0A2V8L770|2__9|SGB17587
SRR33750957.2473005__1.2445039	UniClust90_LLIEHLNH00026|1__10|SGB130007
SRR33750957.2476071__1.2448081	UniClust90_EMAEKJAG00080|1__21|SGB128987
SRR33750957.2477503__1.2449500	UniClust90_OCJAPFEA05725|1__11|SGB125949
SRR33750957.2478775__1.2450762	UniClust90_MEABCEIN01411|1__6|SGB84078
SRR33750957.2478776__1.2450763	UniClust90_DBMLCDNA00401|1__19|SGB130909
SRR33750957.2479446__1.2451426	UniRef90_A0A2V8KGJ4|2__7|SGB17587
SRR33750957.2479927__1.2451905	UniRef90_A0A2V8KGJ4|2__7|SGB17587
SRR33750957.2480541__1.2452513	UniClust90_EDBNNBOB01268|1__4|SGB56640
SRR33750957.2480629__1.2452601	UniRef90_V6IWY4|1__10|SGB8278
SRR33750957.2482445__1.2454403	UniClust90_GMEAMNGB02094|1__9|SGB134112
SRR33750957.2483652__1.2455605	UniRef90_A0A2V8KUG3|1__6|SGB17587
SRR33750957.2484498__1.2456448	UniClust90_PIHLJOEE04722|1__6|SGB84075
SRR33750957.2484661__1.2456611	UniClust90_NMMIMHEL00038|1__6|SGB122683
