SRR33750934.1002__1.987	UniRef90_A0A1Q7B5C4|2__6|SGB56640
SRR33750934.6424638__1.6343551	UniClust90_IBMDDACE01290|1__8|SGB128778
SRR33750934.6424859__1.6343772	UniClust90_IDPAEINK00632|1__6|SGB89725
SRR33750934.6426155__1.6345046	UniClust90_PJKCPLGD01356|1__8|SGB89423
SRR33750934.6426264__1.6345151	UniClust90_JKONEDMA01815|1__9|SGB130007
SRR33750934.6426568__1.6345449	UniClust90_ACCPOJFG00313|1__7|SGB56638
SRR33750934.6426723__1.6345601	UniClust90_KMEALJDO02797|3__6|SGB84078
SRR33750934.6426737__1.6345614	UniClust90_EDBNNBOB01664|1__6|SGB56640
SRR33750934.6428292__1.6347151	UniClust90_FNPCGKEP01980|1__8|SGB84078
SRR33750934.6428717__1.6347569	UniClust90_MEABCEIN01476|1__16|SGB84078
SRR33750934.6429588__1.6348428	UniClust90_BGDHDLNA01952|1__4|SGB84075
SRR33750934.6429726__1.6348562	UniClust90_GFFNGEKC01386|1__5|SGB56640
SRR33750934.6429731__1.6348567	UniClust90_GFFNGEKC01386|1__5|SGB56640
SRR33750934.6430092__1.6348924	UniRef90_A0A2V8KW79|1__6|SGB17587
SRR33750934.6430628__1.6349455	UniClust90_OJGLOKOM02567|1__10|SGB84075
SRR33750934.6430329__1.6349157	UniClust90_BKIEHKJF01264|1__6|SGB131913
SRR33750934.6430369__1.6349197	UniClust90_BKIEHKJF01264|1__6|SGB131913
SRR33750934.6431146__1.6349965	UniRef90_A0A2V6XS85|1__6|SGB73551
SRR33750934.6432549__1.6351350	UniClust90_DIBLBONP01702|3__13|SGB84078
SRR33750934.6433008__1.6351803	UniClust90_EJAHAFID01095|1__8|SGB130007
SRR33750934.6434724__1.6353499	UniClust90_EJAHAFID00878|1__7|SGB130007
SRR33750934.6434714__1.6353489	UniClust90_OBEJBAOE02208|1__12|SGB128218
SRR33750934.6434716__1.6353491	UniClust90_EJAHAFID00878|1__7|SGB130007
SRR33750934.6436017__1.6354776	UniClust90_NHHHKJJE02677|1__11|SGB125949
SRR33750934.6436443__1.6355195	UniClust90_DEFNONOM00153|1__6|SGB56640
SRR33750934.6438331__1.6357057	UniClust90_GDPGACEF03833|1__16|SGB109599
SRR33750934.6439929__1.6358627	UniClust90_DPLIHBNC01510|1__8|SGB89725
SRR33750934.6441471__1.6360148	UniClust90_FJPBOFJK03468|1__12|SGB128677
SRR33750934.6441674__1.6360349	UniClust90_OPLEJCPF03755|1__10|SGB125949
SRR33750934.6442179__1.6360849	UniClust90_EMIDINFL04345|1__11|SGB73712
SRR33750934.6445275__1.6363898	UniClust90_IDPAEINK00632|1__6|SGB89725
SRR33750934.6445703__1.6364316	UniRef90_A0A2V5M3T3|1__5|SGB52717
SRR33750934.6446042__1.6364653	UniClust90_AMDOLPBA01760|1__12|SGB73712
SRR33750934.6446045__1.6364656	UniClust90_AMDOLPBA01760|1__12|SGB73712
SRR33750934.6446573__1.6365179	UniClust90_PKMOJOJK01892|1__3|SGB84078
SRR33750934.6447212__1.6365802	UniClust90_KIMNEABG00244|1__11|SGB131913
SRR33750934.6447264__1.6365853	UniRef90_UPI0004104CEE|1__9|SGB31987
SRR33750934.6448111__1.6366684	UniClust90_GIMAHFHH01502|1__15|SGB89408
SRR33750934.6449751__1.6368302	UniClust90_INNLFMKA00690|1__6|SGB122683
SRR33750934.6450551__1.6369087	UniRef90_A0A2V5J5A0|1__14|SGB52720
SRR33750934.6450641__1.6369174	UniRef90_A0A259UPD8|1__18|SGB6910
SRR33750934.6450946__1.6369478	UniClust90_HGJNCPHJ00225|1__14|SGB125949
SRR33750934.6451563__1.6370087	UniClust90_KMEALJDO00710|1__6|SGB84078
SRR33750934.6451901__1.6370421	UniRef90_A0A345ZRR0|1__7|SGB89408
SRR33750934.6452831__1.6371332	UniClust90_NHHHKJJE03539|1__8|SGB125949
SRR33750934.6454021__1.6372505	UniRef90_A0A2V5R4I1|1__7|SGB52719
SRR33750934.6454027__1.6372511	UniRef90_A0A2V5JI81|1__4|SGB52730
SRR33750934.6454664__1.6373137	UniClust90_OALLKAFI00141|1__16|SGB84078
SRR33750934.6455948__1.6374407	UniClust90_OPLEJCPF02044|4__15|SGB125949
SRR33750934.6456426__1.6374881	UniClust90_OOJDGJFL01891|1__6|SGB74789
SRR33750934.6457083__1.6375530	UniClust90_FJMNKMOL00216|1__5|SGB89423
SRR33750934.6457093__1.6375540	UniClust90_OCCAFAEL00099|1__5|SGB74789
SRR33750934.6457212__1.6375657	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750934.6459816__1.6378230	UniClust90_NHHHKJJE00913|1__11|SGB125949
SRR33750934.6460310__1.6378722	UniRef90_A0A2V5KWV3|11__17|SGB52720
SRR33750934.6460866__1.6379271	UniClust90_EHKFGODG00443|1__9|SGB134112
SRR33750934.6461283__1.6379680	UniRef90_A0A1Q7B8W4|1__6|SGB56640
SRR33750934.6464876__1.6383233	UniClust90_GBLMBOPO00548|2__5|SGB133090
SRR33750934.6466595__1.6384930	UniClust90_GHPINBAM01215|1__12|SGB84331
SRR33750934.6466609__1.6384944	UniClust90_PEMFFBNE01732|1__7|SGB74789
SRR33750934.6466706__1.6385041	UniClust90_JMFJJCJA03385|1__6|SGB130007
SRR33750934.6467620__1.6385940	UniClust90_GMKONCKM00188|1__7|SGB89423
SRR33750934.6468555__1.6386864	UniClust90_KCEKLPAN00505|1__4|SGB74789
SRR33750934.6470358__1.6388647	UniRef90_A0A2V5MBH6|1__8|SGB52719
SRR33750934.6470630__1.6388915	UniRef90_A0A1I1UP32|1__11|SGB8289
SRR33750934.6470971__1.6389249	UniRef90_A0A2V5MBH6|1__8|SGB52719
SRR33750934.6472944__1.6391198	UniClust90_EMIDINFL06246|1__10|SGB73712
SRR33750934.6474655__1.6392890	UniClust90_KMEALJDO00824|1__6|SGB84078
SRR33750934.6475156__1.6393381	UniClust90_NHHHKJJE01704|1__11|SGB125949
SRR33750934.6475167__1.6393392	UniClust90_NHHHKJJE01704|1__11|SGB125949
SRR33750934.6476451__1.6394664	UniClust90_NOMIGGEC00941|1__20|SGB125949
SRR33750934.6476146__1.6394360	UniClust90_HGJNCPHJ01683|1__9|SGB125949
SRR33750934.6476248__1.6394462	UniClust90_OCJAPFEA01889|1__12|SGB125949
SRR33750934.6476198__1.6394412	UniClust90_BOKHIPMC02055|1__16|SGB130007
SRR33750934.6476885__1.6395093	UniClust90_HDGMGAGN00580|1__4|SGB74789
SRR33750934.6477204__1.6395409	UniClust90_BKIEHKJF01120|1__5|SGB131913
SRR33750934.6479044__1.6397235	UniRef90_A0A2V8ZLC4|1__11|SGB98360
SRR33750934.6479648__1.6397833	UniClust90_DCLMLFKJ02517|2__5|SGB94420
SRR33750934.6480384__1.6398554	UniClust90_JONPJDIE03006|1__6|SGB56638
SRR33750934.6480637__1.6398803	UniClust90_LJMOGHMP02107|1__7|SGB128778
SRR33750934.6480570__1.6398738	UniRef90_A0A1Q7BFF0|1__6|SGB56640
SRR33750934.6481565__1.6399715	UniClust90_JBMBCDML00329|1__5|SGB89725
SRR33750934.6482097__1.6400243	UniClust90_OCJAPFEA05159|1__13|SGB125949
SRR33750934.6482084__1.6400230	UniClust90_OCJAPFEA05159|1__13|SGB125949
SRR33750934.6482780__1.6400919	UniClust90_KPGCMLFP00466|1__9|SGB89408
SRR33750934.6482833__1.6400971	UniRef90_A0A1Q7BYR0|1__5|SGB56640
SRR33750934.6482854__1.6400992	UniClust90_IABCABEO00083|1__6|SGB74789
SRR33750934.6483218__1.6401356	UniClust90_FKAEHBFM00353|1__5|SGB74789
SRR33750934.6483279__1.6401416	UniClust90_IOFPBIHC02046|1__12|SGB130007
SRR33750934.6483507__1.6401640	UniClust90_ILFFEGJL00647|6__10|SGB73517
SRR33750934.6484159__1.6402281	UniClust90_EJAHAFID03661|1__11|SGB130007
SRR33750934.6484175__1.6402297	UniClust90_DJBDGBNB01957|1__6|SGB89725
SRR33750934.6485386__1.6403493	UniClust90_EDNFDLAG01056|1__7|SGB84078
SRR33750934.6487216__1.6405291	UniClust90_HJKNIEHA00314|3__11|SGB89408
SRR33750934.6487536__1.6405606	UniClust90_GBHLOFGN01973|1__17|SGB122666
SRR33750934.6489543__1.6407593	UniClust90_KMEALJDO02053|1__8|SGB84078
SRR33750934.6489830__1.6407876	UniRef90_A0A1Q7J9K3|4__11|SGB84078
SRR33750934.6490320__1.6408360	UniClust90_IABCABEO01996|1__7|SGB74789
SRR33750934.6491155__1.6409187	UniClust90_LLIEHLNH02830|3__8|SGB130007
SRR33750934.6491342__1.6409370	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750934.6491879__1.6409902	UniClust90_IOFPBIHC02053|1__7|SGB130007
SRR33750934.6492283__1.6410297	UniClust90_NOMIGGEC00722|1__16|SGB125949
SRR33750934.6492154__1.6410171	UniClust90_CMHDMJOM04085|1__6|SGB56640
SRR33750934.6492564__1.6410575	UniClust90_EJAHAFID03661|1__11|SGB130007
SRR33750934.6493394__1.6411393	UniClust90_LLIEHLNH02915|1__12|SGB130007
SRR33750934.6495408__1.6413387	UniClust90_OPLEJCPF02745|1__9|SGB125949
SRR33750934.6495458__1.6413437	UniClust90_NNOGEMDJ02283|1__13|SGB128987
SRR33750934.6495281__1.6413262	UniClust90_GIMAHFHH00711|6__12|SGB89408
SRR33750934.6496230__1.6414195	UniClust90_ELBNJALK00495|1__4|SGB74789
SRR33750934.6497299__1.6415249	UniClust90_FKNELLKK01153|1__4|SGB122683
SRR33750934.6496985__1.6414939	UniRef90_A0A1Q7NUX6|1__6|SGB24061
SRR33750934.6498586__1.6416520	UniClust90_CHLBPEBB02614|1__7|SGB89725
SRR33750934.6500604__1.6418516	UniClust90_OCJAPFEA03699|1__10|SGB125949
SRR33750934.6500759__1.6418669	UniClust90_CDCDKIIJ01025|1__13|SGB84331
SRR33750934.6501075__1.6418982	UniClust90_DEHNPGMG00716|1__6|SGB89423
SRR33750934.6503812__1.6421687	UniClust90_GIMAHFHH02931|1__9|SGB89408
SRR33750934.6504117__1.6421987	UniRef90_A0A2V5TCR2|1__14|SGB52719
SRR33750934.6504735__1.6422598	UniClust90_MEABCEIN01411|1__6|SGB84078
SRR33750934.6505073__1.6422929	UniClust90_BOKHIPMC05587|1__8|SGB130007
SRR33750934.6504867__1.6422726	UniRef90_A0A2V5LFG8|6__9|SGB52719
SRR33750934.6507465__1.6425283	UniClust90_DPLIHBNC01349|1__19|SGB89725
SRR33750934.6507380__1.6425198	UniClust90_NECMKPAF01115|1__7|SGB89408
SRR33750934.6507686__1.6425503	UniClust90_BDGBANDJ02794|1__13|SGB127159
SRR33750934.6508097__1.6425908	UniClust90_ECOHMLGB01426|1__5|SGB56640
SRR33750934.6512103__1.6429866	UniClust90_GEHFPKBH02503|1__7|SGB84075
SRR33750934.6513407__1.6431164	UniClust90_OALLKAFI06503|1__7|SGB84078
SRR33750934.6515059__1.6432801	UniClust90_OALLKAFI06503|1__7|SGB84078
SRR33750934.6515888__1.6433625	UniClust90_DFAEICIF00566|1__12|SGB52719
SRR33750934.6518854__1.6436559	UniClust90_JJIPPMBI00451|2__5|SGB133090
SRR33750934.6518898__1.6436602	UniClust90_BOKHIPMC01063|1__5|SGB130007
SRR33750934.6520067__1.6437753	UniClust90_LLIEHLNH00104|1__7|SGB130007
SRR33750934.6520269__1.6437952	UniClust90_KDDPKKIL02038|1__8|SGB128471
SRR33750934.6523458__1.6441121	UniClust90_HNBLJKFC00008|1__9|SGB128778
SRR33750934.6524649__1.6442300	UniClust90_GMEAMNGB02095|1__11|SGB134112
SRR33750934.6525272__1.6442920	UniRef90_A0A1Q7BU20|3__8|SGB56640
SRR33750934.6525343__1.6442987	UniClust90_KMEALJDO00961|1__7|SGB84078
SRR33750934.6526007__1.6443645	UniClust90_CKDECKMG01112|1__10|SGB133121
SRR33750934.6526583__1.6444213	UniClust90_GANILFCG01315|1__8|SGB74789
SRR33750934.6526681__1.6444309	UniClust90_PIHLJOEE02765|1__6|SGB84075
SRR33750934.6526735__1.6444363	UniRef90_A0A2V5M136|1__16|SGB52719
SRR33750934.6527411__1.6445026	UniRef90_A0A3N5V553|1__3|SGB74789
SRR33750934.6527481__1.6445094	UniClust90_JMFJJCJA02527|1__6|SGB130007
SRR33750934.6527802__1.6445413	UniClust90_CGHAKFKK02259|1__3|SGB74789
SRR33750934.6528807__1.6446403	UniClust90_IDPAEINK02473|1__5|SGB89725
SRR33750934.6529001__1.6446596	UniClust90_OMNHEBHI02898|1__5|SGB89409
SRR33750934.6530110__1.6447693	UniRef90_A0A2V8KW41|1__6|SGB17587
SRR33750934.6530076__1.6447659	UniClust90_KIMNEABG00429|1__5|SGB131913
SRR33750934.6530786__1.6448358	UniClust90_ACDABMLJ01009|1__8|SGB133090
SRR33750934.6531051__1.6448623	UniClust90_FHAIEGFA02572|1__7|SGB173077
SRR33750934.6531074__1.6448645	UniClust90_BKEMCFBC02958|1__5|SGB131913
SRR33750934.6531413__1.6448978	UniClust90_CHMIEHDJ02211|1__6|SGB56640
SRR33750934.6531439__1.6449003	UniClust90_LJMOGHMP02107|1__7|SGB128778
SRR33750934.6531739__1.6449302	UniRef90_A0A1Q7BBC4|1__6|SGB73517
SRR33750934.6532537__1.6450094	UniClust90_DPJLILCC00258|1__5|SGB89725
SRR33750934.6535006__1.6452537	UniClust90_LMGIEGHF00391|1__16|SGB135184
SRR33750934.6535442__1.6452969	UniClust90_EFBPFKCE01157|1__5|SGB122683
SRR33750934.6535790__1.6453314	UniClust90_LLIEHLNH00245|1__5|SGB130007
SRR33750934.6535989__1.6453511	UniClust90_OPLEJCPF02909|1__13|SGB125949
SRR33750934.6536732__1.6454243	UniClust90_EJAHAFID03066|1__6|SGB130007
SRR33750934.6537081__1.6454589	UniClust90_PJBHHLBH00659|1__6|SGB74789
SRR33750934.6536715__1.6454226	UniClust90_JKONEDMA03021|1__6|SGB130007
SRR33750934.6537795__1.6455294	UniClust90_GJBLDLDM02199|1__6|SGB89423
SRR33750934.6539513__1.6456995	UniClust90_JMFJJCJA01964|1__6|SGB130007
SRR33750934.6541918__1.6459378	UniClust90_HJKNIEHA03331|1__7|SGB89408
SRR33750934.6542552__1.6460003	UniClust90_HNMMCIDG01020|1__6|SGB74789
SRR33750934.6542539__1.6459990	UniClust90_OOJDGJFL02098|1__5|SGB74789
SRR33750934.6542866__1.6460315	UniClust90_OOJDGJFL02098|1__5|SGB74789
SRR33750934.6543299__1.6460745	UniClust90_LMGOGHNA02110|1__7|SGB74789
SRR33750934.6543421__1.6460867	UniRef90_A0A1Q7BYS5|1__6|SGB56640
SRR33750934.6543448__1.6460894	UniClust90_CPGGGGIG03734|1__13|SGB132005
SRR33750934.6546064__1.6463481	UniRef90_A0A1Q7B9Q5|1__4|SGB56640
SRR33750934.6546265__1.6463679	UniClust90_OCJAPFEA05580|1__8|SGB125949
SRR33750934.6548121__1.6465513	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750934.6548857__1.6466243	UniRef90_A0A2V8KKT5|1__6|SGB17587
SRR33750934.6548905__1.6466290	UniRef90_A0A3D9QWD6|1__16|SGB25339
SRR33750934.6550649__1.6468016	UniClust90_MJJDJADB03605|1__20|SGB130188
SRR33750934.6554754__1.6471997	UniClust90_BOKHIPMC05973|1__9|SGB130007
SRR33750934.6555473__1.6472713	UniClust90_OOJDGJFL00273|1__3|SGB74789
SRR33750934.6555755__1.6472995	UniClust90_EDBNNBOB01175|1__5|SGB56640
SRR33750934.6557573__1.6474793	UniClust90_NOMIGGEC04189|1__9|SGB125949
SRR33750934.6560131__1.6477325	UniClust90_DJBDGBNB01993|1__5|SGB89725
SRR33750934.6560658__1.6477849	UniClust90_GJKGAANJ02614|1__8|SGB74782
SRR33750934.6560858__1.6478046	UniRef90_A0A2V8KBD9|1__9|SGB17587
SRR33750934.6561634__1.6478814	UniClust90_OBPNKPOH01790|1__6|SGB133334
SRR33750934.6562713__1.6479880	UniClust90_OPLEJCPF02018|1__11|SGB125949
SRR33750934.6564869__1.6482016	UniRef90_A0A1Q7BG25|1__8|SGB56640
SRR33750934.6565259__1.6482401	UniClust90_OBEJBAOE01942|1__14|SGB128218
SRR33750934.6565237__1.6482379	UniClust90_CHMIEHDJ01175|1__8|SGB56640
SRR33750934.6565632__1.6482773	UniClust90_IOFPBIHC02624|1__8|SGB130007
SRR33750934.6565828__1.6482966	UniClust90_OCCAFAEL00709|1__4|SGB74789
SRR33750934.6565870__1.6483007	UniClust90_OFJFLJEC01638|1__4|SGB74789
SRR33750934.6566519__1.6483643	UniClust90_CFNDHIDG04739|1__4|SGB130045
SRR33750934.6566641__1.6483765	UniClust90_DIAGDOFC00052|4__18|SGB127197
SRR33750934.6567987__1.6485093	UniClust90_NMMEDCHE01006|1__5|SGB89423
SRR33750934.6568252__1.6485357	UniClust90_JMFJJCJA02092|1__7|SGB130007
SRR33750934.6568360__1.6485465	UniRef90_A0A1Q8BAQ8|1__3|SGB17587
SRR33750934.6570075__1.6487161	UniClust90_KGPBNCNC01345|1__7|SGB133344
SRR33750934.6570602__1.6487682	UniRef90_UPI001008F324|9__14|SGB31976
SRR33750934.6570926__1.6488002	UniClust90_KIMNEABG02133|1__5|SGB131913
SRR33750934.6570269__1.6487353	UniRef90_A0A2V6T5Z9|1__5|SGB131913
SRR33750934.6571311__1.6488381	UniClust90_PKMOJOJK03224|1__5|SGB84078
SRR33750934.6572221__1.6489283	UniClust90_DAODNPOA00540|1__5|SGB89725
SRR33750934.6572656__1.6489712	UniClust90_KIMNEABG01814|1__8|SGB131913
SRR33750934.6572678__1.6489734	UniClust90_EJAHAFID01095|1__8|SGB130007
SRR33750934.6573378__1.6490426	UniClust90_ELIHIKOJ00225|1__8|SGB129853
SRR33750934.6574071__1.6491110	UniClust90_OEHJKGLE02773|1__7|SGB133122
SRR33750934.6573684__1.6490730	UniClust90_HECKPACO03416|1__7|SGB87014
SRR33750934.6574864__1.6491892	UniClust90_LCIBFGAE01513|1__11|SGB127159
SRR33750934.6575113__1.6492141	UniClust90_DIBLBONP01702|3__13|SGB84078
SRR33750934.6576128__1.6493142	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750934.6578639__1.6495627	UniClust90_BKEMCFBC01632|1__6|SGB131913
SRR33750934.6578652__1.6495639	UniClust90_NHHHKJJE01449|1__10|SGB125949
SRR33750934.6579110__1.6496093	UniClust90_NHHHKJJE00160|1__13|SGB125949
SRR33750934.6579804__1.6496778	UniClust90_PPJAIDOO02132|1__7|SGB84075
SRR33750934.6580885__1.6497849	UniClust90_DPJLILCC00219|1__5|SGB89725
SRR33750934.6581134__1.6498096	UniClust90_JKKHKAPH02384|1__20|SGB89408
SRR33750934.6580533__1.6497501	UniClust90_DAODNPOA02747|1__5|SGB89725
SRR33750934.6582618__1.6499556	UniClust90_OBEJBAOE01470|1__24|SGB128218
SRR33750934.6582751__1.6499688	UniClust90_MKPDLIIB02526|1__8|SGB131913
SRR33750934.6583744__1.6500672	UniClust90_KMEALJDO02085|1__7|SGB84078
SRR33750934.6584628__1.6501550	UniRef90_A0A0R3MIT7|1__12|SGB11343
SRR33750934.6584664__1.6501586	UniRef90_A0A0R3MIT7|1__12|SGB11343
SRR33750934.6585957__1.6502865	UniClust90_OJGLOKOM02226|1__9|SGB84075
SRR33750934.6586296__1.6503196	UniClust90_IOFPBIHC03763|1__9|SGB130007
SRR33750934.6587324__1.6504217	UniClust90_KDNIELLA04022|1__10|SGB184482
SRR33750934.6587671__1.6504561	UniClust90_HJKNIEHA01781|1__7|SGB89408
SRR33750934.6588195__1.6505081	UniClust90_PEMFFBNE00406|1__4|SGB74789
SRR33750934.6588337__1.6505222	UniClust90_CDCDKIIJ01959|1__22|SGB84331
SRR33750934.6589445__1.6506310	UniRef90_A0A1Q7NBV6|2__9|SGB17587
SRR33750934.6589500__1.6506364	UniClust90_IIEDOAEF02990|1__12|SGB128218
SRR33750934.6589884__1.6506745	UniClust90_IIEDOAEF02990|1__12|SGB128218
SRR33750934.6590899__1.6507750	UniClust90_CANGFCMM01399|1__7|SGB122683
SRR33750934.6592885__1.6509717	UniClust90_PEMFFBNE00680|1__7|SGB74789
SRR33750934.6593233__1.6510062	UniClust90_IOFPBIHC04164|1__8|SGB130007
SRR33750934.6593492__1.6510318	UniClust90_EJAHAFID02739|1__11|SGB130007
SRR33750934.6592918__1.6509749	UniClust90_ANDLCEDJ01046|1__14|SGB133091
SRR33750934.6595938__1.6512739	UniClust90_HNMMCIDG01020|1__6|SGB74789
SRR33750934.6597765__1.6514548	UniClust90_BOKHIPMC00991|1__5|SGB130007
SRR33750934.6599185__1.6515956	UniClust90_EJAHAFID00956|3__9|SGB130007
SRR33750934.6599752__1.6516518	UniClust90_OPLEJCPF03224|1__11|SGB125949
SRR33750934.6600523__1.6517276	UniClust90_OLPPFLML00126|1__5|SGB74789
SRR33750934.6600484__1.6517238	UniClust90_OLPPFLML00126|1__5|SGB74789
SRR33750934.6601206__1.6517951	UniClust90_IOFPBIHC00132|2__7|SGB130007
SRR33750934.6601417__1.6518161	UniClust90_CJJELLGD01961|1__5|SGB84331
SRR33750934.6601455__1.6518199	UniClust90_JMFJJCJA02397|1__12|SGB130007
SRR33750934.6602551__1.6519280	UniClust90_KMEALJDO01798|1__7|SGB84078
SRR33750934.6603691__1.6520399	UniRef90_A0A2V6JEK6|1__9|SGB52719
SRR33750934.6604248__1.6520945	UniRef90_A0A140GV16|1__3|SGB133334
SRR33750934.6605175__1.6521858	UniRef90_A0A2V6JEK6|1__9|SGB52719
SRR33750934.6605474__1.6522150	UniClust90_ENBABIAF00052|1__7|SGB128778
SRR33750934.6606293__1.6522955	UniClust90_AGFBHKJA00108|1__9|SGB129447
SRR33750934.6606607__1.6523263	UniClust90_OALLKAFI00141|1__16|SGB84078
SRR33750934.6608504__1.6525129	UniClust90_DPLIHBNC00783|1__5|SGB89725
SRR33750934.6609980__1.6526580	UniClust90_OOJLFJAP00494|1__6|SGB89423
SRR33750934.6612942__1.6529502	UniRef90_A0A2V5M5A1|1__20|SGB52717
SRR33750934.6614103__1.6530644	UniClust90_IOFPBIHC02046|1__12|SGB130007
SRR33750934.6615756__1.6532273	UniClust90_PKNCJFOJ02152|1__4|SGB56640
SRR33750934.6617261__1.6533755	UniClust90_OHKKNMDA01780|1__3|SGB122683
SRR33750934.6617431__1.6533925	UniClust90_HDGMGAGN01411|1__4|SGB74789
SRR33750934.6618899__1.6535375	UniClust90_JMJHPHJK00134|1__6|SGB134112
SRR33750934.6619144__1.6535618	UniClust90_PIHLJOEE03997|1__9|SGB84075
SRR33750934.6619213__1.6535686	UniClust90_GBLMBOPO02263|7__12|SGB133090
SRR33750934.6621152__1.6537592	UniRef90_A0A2V5ZJV1|1__7|SGB125634
SRR33750934.6621227__1.6537666	UniRef90_A0A2V5ZJV1|1__7|SGB125634
SRR33750934.6621490__1.6537922	UniClust90_OJGLOKOM01700|1__15|SGB84075
SRR33750934.6621780__1.6538210	UniClust90_FPONEHLO01156|1__7|SGB86769
SRR33750934.6621892__1.6538320	UniClust90_NOMIGGEC00941|1__20|SGB125949
SRR33750934.6622432__1.6538852	UniClust90_DAODNPOA02649|1__7|SGB89725
SRR33750934.6623096__1.6539510	UniClust90_HNBLJKFC01988|1__10|SGB128778
SRR33750934.6624250__1.6540639	UniRef90_A0A0R3M914|1__7|SGB11343
SRR33750934.6625038__1.6541417	UniClust90_IKLAALHE00044|1__3|SGB133354
SRR33750934.6625729__1.6542099	UniClust90_HGJNCPHJ03693|1__9|SGB125949
SRR33750934.6625924__1.6542291	UniRef90_A0A233SCF0|1__10|SGB16204
SRR33750934.6625969__1.6542334	UniRef90_A0A233SCF0|1__10|SGB16204
SRR33750934.6626700__1.6543053	UniClust90_OPLEJCPF06182|1__21|SGB125949
SRR33750934.6626669__1.6543022	UniClust90_OPLEJCPF06182|1__21|SGB125949
SRR33750934.6629363__1.6545674	UniClust90_EJAHAFID02072|1__6|SGB130007
SRR33750934.6629943__1.6546251	UniClust90_OFJFLJEC01608|1__5|SGB74789
SRR33750934.6630116__1.6546423	UniClust90_OCJAPFEA05578|1__10|SGB125949
SRR33750934.6630704__1.6547002	UniClust90_LLFOFLNB01769|1__6|SGB56638
SRR33750934.6633140__1.6549416	UniClust90_CLBFPJKE02625|1__21|SGB89950
SRR33750934.6633430__1.6549704	UniClust90_EOFGAKMC01828|1__7|SGB84075
SRR33750934.6634495__1.6550752	UniRef90_A0A2V5RTR0|1__4|SGB52719
SRR33750934.6634894__1.6551145	UniRef90_A0A1Q7B355|1__3|SGB56640
SRR33750934.6636739__1.6552967	UniClust90_NHHHKJJE03506|1__9|SGB125949
SRR33750934.6636168__1.6552403	UniClust90_FNPCGKEP01518|1__7|SGB84078
SRR33750934.6637872__1.6554087	UniRef90_A0A1Q7BFB1|1__5|SGB56640
SRR33750934.6639075__1.6555276	UniClust90_PEMFFBNE00295|1__5|SGB74789
SRR33750934.6639293__1.6555494	UniClust90_EHIAFBHG00306|1__8|SGB128778
SRR33750934.6639533__1.6555732	UniClust90_NHHHKJJE02842|1__8|SGB125949
SRR33750934.6640497__1.6556683	UniClust90_LEJLODHJ01556|1__9|SGB89423
SRR33750934.6640790__1.6556973	UniClust90_FCPHDNIE03855|1__4|SGB74780
SRR33750934.6641853__1.6558022	UniClust90_PIHLJOEE02285|1__5|SGB84075
SRR33750934.6641796__1.6557966	UniClust90_HFENMDLH02016|1__6|SGB174756
SRR33750934.6643400__1.6559551	UniClust90_FNPCGKEP00327|4__9|SGB84078
SRR33750934.6643652__1.6559800	UniClust90_PPGOEDHH03527|1__19|SGB86511
SRR33750934.6643830__1.6559974	UniClust90_NMMEDCHE00382|2__8|SGB89423
SRR33750934.6644175__1.6560318	UniRef90_A0A2V5P9Q6|1__5|SGB52727
SRR33750934.6645244__1.6561382	UniRef90_A0A2V8JIT0|1__16|SGB22097
SRR33750934.6647173__1.6563283	UniRef90_A0A2V6RY46|1__7|SGB131913
SRR33750934.6647373__1.6563480	UniClust90_GHPINBAM01215|1__12|SGB84331
SRR33750934.6647700__1.6563803	UniClust90_PJKCPLGD00328|1__5|SGB89423
SRR33750934.6647802__1.6563900	UniRef90_A0A2V5JTN2|1__5|SGB52720
SRR33750934.6647575__1.6563678	UniClust90_IBMDDACE00829|1__8|SGB128778
SRR33750934.6649752__1.6565822	UniClust90_MKPDLIIB01097|1__6|SGB131913
SRR33750934.6650954__1.6567003	UniClust90_BOKHIPMC01063|1__5|SGB130007
SRR33750934.6652533__1.6568567	UniClust90_IDPAEINK02213|7__13|SGB89725
SRR33750934.6652696__1.6568729	UniClust90_IDPAEINK02213|7__13|SGB89725
SRR33750934.6653631__1.6569657	UniClust90_NHINAJKP00570|1__13|SGB128201
SRR33750934.6654229__1.6570247	UniClust90_ALPEOPJM00390|1__15|SGB84331
SRR33750934.6654267__1.6570283	UniClust90_ALPEOPJM00390|1__15|SGB84331
SRR33750934.6654570__1.6570578	UniClust90_NECMKPAF03679|1__11|SGB89408
SRR33750934.6655834__1.6571823	UniClust90_OBEJBAOE01942|1__14|SGB128218
SRR33750934.6656109__1.6572094	UniClust90_GBLMBOPO01876|15__18|SGB133090
SRR33750934.6656639__1.6572613	UniClust90_BKEMCFBC03353|3__7|SGB131913
SRR33750934.6656896__1.6572865	UniClust90_OAHKOOFD00160|1__4|SGB122526
SRR33750934.6657219__1.6573184	UniRef90_UPI00102E8B74|1__9|SGB31989
SRR33750934.6656908__1.6572877	UniClust90_CGHAKFKK00814|1__6|SGB74789
SRR33750934.6657333__1.6573296	UniClust90_AGBJGNAA01018|1__7|SGB74789
