SRR33750943.4918__1.4833	UniClust90_MKPDLIIB02020|1__8|SGB131913
SRR33750943.6477256__1.6387650	UniClust90_HFNDKKKP00054|1__6|SGB74789
SRR33750943.6477626__1.6388013	UniClust90_FNPCGKEP00825|1__3|SGB84078
SRR33750943.6479312__1.6389667	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750943.6479449__1.6389802	UniClust90_EDNFDLAG00834|1__5|SGB84078
SRR33750943.6480935__1.6391270	UniClust90_DEHNPGMG00163|1__7|SGB89423
SRR33750943.6482672__1.6392984	UniRef90_A0A0T6YTM8|1__7|SGB11186
SRR33750943.6483664__1.6393962	UniClust90_LGBMFDOL01514|1__18|SGB129206
SRR33750943.6484439__1.6394727	UniClust90_PPDCKKGL01275|1__6|SGB133090
SRR33750943.6484454__1.6394742	UniClust90_DPLIHBNC00819|1__6|SGB89725
SRR33750943.6485637__1.6395907	UniClust90_FNPCGKEP01157|1__6|SGB84078
SRR33750943.6486972__1.6397229	UniRef90_A0A176YXG3|1__9|SGB11302
SRR33750943.6487233__1.6397486	UniClust90_BDPFKHKJ05061|1__17|SGB93382
SRR33750943.6487642__1.6397887	UniClust90_HGJNCPHJ05247|1__9|SGB125949
SRR33750943.6487655__1.6397900	UniClust90_HGJNCPHJ05247|1__9|SGB125949
SRR33750943.6487736__1.6397979	UniClust90_PFBNAPOO01280|1__9|SGB89423
SRR33750943.6488713__1.6398946	UniClust90_NNOGEMDJ00266|1__11|SGB128987
SRR33750943.6489000__1.6399226	VDB|0052-004A-0-0000|MV133-c1345-c0-c5
SRR33750943.6488577__1.6398811	UniClust90_JKONEDMA01352|1__12|SGB130007
SRR33750943.6489985__1.6400196	UniClust90_BKMLPNMA00472|2__5|SGB89423
SRR33750943.6490622__1.6400824	UniClust90_HGJNCPHJ04504|1__8|SGB125949
SRR33750943.6492116__1.6402290	UniClust90_PICJGFGP01662|5__8|SGB89423
SRR33750943.6492064__1.6402238	UniClust90_PICJGFGP01662|5__8|SGB89423
SRR33750943.6494094__1.6404249	UniClust90_OIPOEBPA04106|1__8|SGB84075
SRR33750943.6494752__1.6404899	UniClust90_AKFNKKBB02142|1__11|SGB73712
SRR33750943.6495513__1.6405651	UniClust90_EDNFDLAG00532|1__6|SGB84078
SRR33750943.6495661__1.6405798	UniClust90_DMCDKPDB02620|1__4|SGB89423
SRR33750943.6496156__1.6406281	UniClust90_DBBCBONN01428|1__19|SGB126432
SRR33750943.6496602__1.6406720	UniClust90_OJFAJFEC01694|1__6|SGB89423
SRR33750943.6496655__1.6406772	UniClust90_PEMFFBNE00475|1__8|SGB74789
SRR33750943.6496766__1.6406882	UniRef90_A0A2V6DHB9|1__10|SGB52727
SRR33750943.6498164__1.6408253	UniClust90_AKHHIGPA01489|1__6|SGB125699
SRR33750943.6497406__1.6407512	UniClust90_MEABCEIN00530|1__7|SGB84078
SRR33750943.6499378__1.6409446	UniClust90_BKMLPNMA00472|2__5|SGB89423
SRR33750943.6499517__1.6409582	UniClust90_CGHAKFKK00814|1__6|SGB74789
SRR33750943.6500165__1.6410222	UniClust90_EDBNNBOB00281|1__6|SGB56640
SRR33750943.6501136__1.6411182	UniClust90_CJJELLGD00869|1__14|SGB84331
SRR33750943.6500989__1.6411035	UniClust90_JKKHKAPH04722|1__9|SGB89408
SRR33750943.6502300__1.6412333	UniClust90_GIMAHFHH02931|1__9|SGB89408
SRR33750943.6502221__1.6412254	UniClust90_EOFGAKMC00667|1__12|SGB84075
SRR33750943.6502693__1.6412719	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750943.6508758__1.6418694	UniRef90_A0A218PQG6|2__7|SGB73432
SRR33750943.6509975__1.6419893	UniClust90_OOJDGJFL01198|5__10|SGB74789
SRR33750943.6511698__1.6421594	UniClust90_CGHAKFKK00585|6__10|SGB74789
SRR33750943.6511827__1.6421722	UniClust90_PKMOJOJK03472|1__9|SGB84078
SRR33750943.6514508__1.6424358	UniClust90_GIDCBJMF00199|1__3|SGB134112
SRR33750943.6515037__1.6424878	UniClust90_HGJNCPHJ04583|1__12|SGB125949
SRR33750943.6515088__1.6424927	UniClust90_JJIPPMBI00649|1__6|SGB133090
SRR33750943.6516170__1.6425995	UniClust90_EHIAFBHG01446|1__9|SGB128778
SRR33750943.6516311__1.6426135	UniClust90_LOEIEFCJ00738|1__5|SGB74789
SRR33750943.6518431__1.6428229	UniClust90_CHMIEHDJ02211|1__6|SGB56640
SRR33750943.6519393__1.6429178	UniRef90_A0A0R3N1S5|1__7|SGB11343
SRR33750943.6519832__1.6429611	UniClust90_EEIJMLBL00172|1__22|SGB126100
SRR33750943.6522316__1.6432053	UniClust90_MOPOFHCP03781|1__7|SGB89408
SRR33750943.6522787__1.6432515	UniClust90_FNPCGKEP01550|3__9|SGB84078
SRR33750943.6522859__1.6432585	UniClust90_EJAHAFID04099|1__9|SGB130007
SRR33750943.6524027__1.6433735	UniClust90_IOFPBIHC01994|1__9|SGB130007
SRR33750943.6524301__1.6434008	UniClust90_FHFFHCOK00911|1__10|SGB88404
SRR33750943.6524383__1.6434090	UniClust90_ADGGMJFC00419|1__4|SGB74789
SRR33750943.6526448__1.6436114	UniClust90_OIPOEBPA04899|1__9|SGB84075
SRR33750943.6527208__1.6436862	UniRef90_A0A2V5XAK0|2__7|SGB84331
SRR33750943.6527561__1.6437207	UniClust90_OOJDGJFL01266|2__6|SGB74789
SRR33750943.6529242__1.6438859	UniClust90_OFJJKHAK02035|1__6|SGB84078
SRR33750943.6533318__1.6442877	UniRef90_A0A1Q7WDW0|1__6|SGB130007
SRR33750943.6537755__1.6447252	UniClust90_IFHFCMJI00882|1__7|SGB125699
SRR33750943.6538205__1.6447696	UniClust90_BKIEHKJF01391|1__5|SGB131913
SRR33750943.6542577__1.6452001	UniClust90_PFELKCFB02316|1__13|SGB89410
SRR33750943.6545148__1.6454543	UniClust90_AIFDENHO02044|3__8|SGB89410
SRR33750943.6547853__1.6457204	UniRef90_A0A2V5U394|1__6|SGB52719
SRR33750943.6548078__1.6457425	UniClust90_CGHAKFKK00777|1__8|SGB74789
SRR33750943.6548392__1.6457737	UniClust90_JCMEFMGF03781|1__15|SGB74780
SRR33750943.6548596__1.6457935	UniClust90_CHMIEHDJ02211|1__6|SGB56640
SRR33750943.6548695__1.6458030	UniClust90_CKDECKMG01778|1__7|SGB133121
SRR33750943.6549461__1.6458778	UniClust90_FNPCGKEP04598|3__9|SGB84078
SRR33750943.6549683__1.6458995	UniClust90_PIHLJOEE04725|1__8|SGB84075
SRR33750943.6550696__1.6459991	UniRef90_A0A2V6AZL7|4__7|SGB52714
SRR33750943.6552086__1.6461366	UniRef90_A0A1I3IML8|1__14|SGB7354
SRR33750943.6554134__1.6463386	UniClust90_OPLEJCPF02745|1__9|SGB125949
SRR33750943.6555124__1.6464365	UniClust90_LLIEHLNH03104|1__5|SGB130007
SRR33750943.6554870__1.6464114	UniClust90_HGJNCPHJ03907|1__8|SGB125949
SRR33750943.6557287__1.6466499	UniClust90_GMGIGFBN01768|1__13|SGB128987
SRR33750943.6557786__1.6466992	UniClust90_BHLGKCAN03126|1__6|SGB56640
SRR33750943.6557982__1.6467186	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750943.6559910__1.6469087	UniClust90_NECMKPAF00950|1__14|SGB89408
SRR33750943.6560581__1.6469752	UniRef90_A0A2V5M5A1|1__20|SGB52717
SRR33750943.6560938__1.6470105	UniClust90_GHPINBAM01160|1__19|SGB84331
SRR33750943.6562389__1.6471542	UniClust90_DIBLBONP01346|1__6|SGB84078
SRR33750943.6562273__1.6471427	UniClust90_JEHCBLFF00955|1__4|SGB74789
SRR33750943.6562656__1.6471808	UniClust90_PCFEFNCA01186|1__8|SGB89408
SRR33750943.6562833__1.6471985	UniClust90_NPNKJHHI00536|5__10|SGB86769
SRR33750943.6563464__1.6472608	UniClust90_EGGMCINA00277|1__14|SGB131808
SRR33750943.6563818__1.6472961	UniClust90_KCHKGHFE01337|1__22|SGB173533
SRR33750943.6564589__1.6473722	UniClust90_ODALAGMH01641|1__9|SGB89423
SRR33750943.6565128__1.6474253	UniClust90_OECKFAOL01864|1__3|SGB89423
SRR33750943.6566690__1.6475795	UniClust90_HGFGGOBL01551|1__5|SGB84331
SRR33750943.6567094__1.6476195	UniRef90_A0A1I2B730|1__16|SGB8289
SRR33750943.6568360__1.6477450	UniRef90_A0A1Q7BT39|1__6|SGB56640
SRR33750943.6568480__1.6477568	UniRef90_A0A109J5S2|1__10|SGB11143
SRR33750943.6568979__1.6478057	UniClust90_FFPHGKCO00326|1__5|SGB74789
SRR33750943.6569006__1.6478084	UniClust90_JMFJJCJA02928|1__7|SGB130007
SRR33750943.6569324__1.6478399	UniClust90_CMHDMJOM01131|4__9|SGB56640
SRR33750943.6569588__1.6478661	UniClust90_BKEMCFBC02481|1__6|SGB131913
SRR33750943.6570362__1.6479427	UniRef90_A0A2V5M5A1|1__20|SGB52717
SRR33750943.6572645__1.6481679	UniClust90_NOMIGGEC01820|1__15|SGB125949
SRR33750943.6572428__1.6481462	UniRef90_UPI00041E731D|1__11|SGB31987
SRR33750943.6573951__1.6482964	UniClust90_JJIPPMBI00978|1__9|SGB133090
SRR33750943.6574867__1.6483866	UniClust90_IOFPBIHC01412|1__9|SGB130007
SRR33750943.6575000__1.6483999	UniClust90_MFOHBBJG00853|1__3|SGB89423
SRR33750943.6578891__1.6487836	UniClust90_PPJAIDOO04317|1__13|SGB84075
SRR33750943.6579596__1.6488533	UniClust90_CMHDMJOM03759|1__5|SGB56640
SRR33750943.6580185__1.6489113	UniClust90_LLIEHLNH00544|1__6|SGB130007
SRR33750943.6581037__1.6489952	UniClust90_EJAHAFID03446|1__5|SGB130007
SRR33750943.6581327__1.6490237	UniClust90_FFPHGKCO00326|1__5|SGB74789
SRR33750943.6581529__1.6490436	UniClust90_PKCJLHDA01088|1__7|SGB89408
SRR33750943.6581988__1.6490886	UniRef90_A0A2V5XAK0|2__7|SGB84331
SRR33750943.6583645__1.6492519	UniClust90_PKMOJOJK04439|1__7|SGB84078
SRR33750943.6583618__1.6492492	UniClust90_CKDECKMG01211|1__15|SGB133121
SRR33750943.6584200__1.6493071	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750943.6584577__1.6493442	UniRef90_A0A1E2W6E3|1__4|SGB7711
SRR33750943.6585135__1.6493994	UniRef90_A0A3F2UEX6|1__9|SGB32229
SRR33750943.6586777__1.6495607	UniClust90_ECOHMLGB02523|1__4|SGB56640
SRR33750943.6587067__1.6495896	UniClust90_HBCNFADG01134|3__9|SGB74789
SRR33750943.6587965__1.6496782	UniClust90_FKLKIPMJ02019|1__5|SGB74789
SRR33750943.6587799__1.6496619	UniClust90_CLKOHAKG00192|1__4|SGB74789
SRR33750943.6588232__1.6497046	UniClust90_GBALCFDI00549|1__18|SGB111019
SRR33750943.6589416__1.6498217	UniRef90_R4KF38|1__11|SGB6200
SRR33750943.6589379__1.6498180	UniRef90_R4KF38|1__11|SGB6200
SRR33750943.6589867__1.6498662	UniClust90_DHCJNNEN00108|1__3|SGB89423
SRR33750943.6591424__1.6500196	UniClust90_EDNFDLAG02091|1__6|SGB84078
SRR33750943.6591425__1.6500197	UniClust90_EDNFDLAG02091|1__6|SGB84078
SRR33750943.6591383__1.6500155	UniClust90_DIBLBONP01570|1__6|SGB84078
SRR33750943.6591539__1.6500310	UniClust90_ANAGDMKC01055|1__9|SGB86769
SRR33750943.6592287__1.6501048	UniClust90_IOAHNBIK01348|4__10|SGB22102
SRR33750943.6594535__1.6503266	UniRef90_A0A0R3NCR8|1__8|SGB11343
SRR33750943.6594542__1.6503272	UniRef90_A0A0R3NCR8|1__8|SGB11343
SRR33750943.6594430__1.6503163	UniClust90_JCMEFMGF03781|1__15|SGB74780
SRR33750943.6594688__1.6503415	UniRef90_A0A0R3NCR8|1__8|SGB11343
SRR33750943.6595515__1.6504234	UniClust90_CGDFKCNI02603|1__4|SGB74789
SRR33750943.6596021__1.6504734	UniClust90_OPLEJCPF02018|1__11|SGB125949
SRR33750943.6596501__1.6505208	UniClust90_OFJJKHAK03052|1__4|SGB84078
SRR33750943.6597114__1.6505813	UniRef90_A0A2V6ASH5|1__5|SGB52714
SRR33750943.6597855__1.6506546	UniClust90_HOKDAOEK01773|6__12|SGB89410
SRR33750943.6599829__1.6508495	UniRef90_A0A3D5DKK3|1__6|SGB130007
SRR33750943.6599748__1.6508416	UniClust90_JMFJJCJA01157|1__6|SGB130007
SRR33750943.6600255__1.6508913	UniRef90_A0A176YYU4|1__23|SGB11302
SRR33750943.6601424__1.6510066	UniClust90_KIMNEABG03484|1__9|SGB131913
SRR33750943.6602669__1.6511299	UniClust90_BKEMCFBC01127|1__9|SGB131913
SRR33750943.6602986__1.6511611	UniClust90_CHLBPEBB02581|1__6|SGB89725
SRR33750943.6602724__1.6511353	UniClust90_CHLBPEBB02581|1__6|SGB89725
SRR33750943.6604568__1.6513174	UniClust90_AGBJGNAA01018|1__7|SGB74789
SRR33750943.6604790__1.6513393	UniClust90_MDILPPEF00160|1__5|SGB89423
SRR33750943.6606525__1.6515100	UniRef90_A0A2V5LSN7|6__11|SGB125634
SRR33750943.6606757__1.6515331	UniClust90_DHFBAFBN02233|1__9|SGB133121
SRR33750943.6608539__1.6517100	UniClust90_CMJGEBLA03352|1__10|SGB89408
SRR33750943.6609012__1.6517563	UniClust90_JKONEDMA01352|1__12|SGB130007
SRR33750943.6609340__1.6517886	UniClust90_EDNFDLAG02091|1__6|SGB84078
SRR33750943.6609481__1.6518027	UniRef90_A0A1Q7BYR1|1__6|SGB56640
SRR33750943.6611874__1.6520390	UniClust90_BOKHIPMC02055|1__16|SGB130007
SRR33750943.6613915__1.6522399	UniClust90_FNPCGKEP01518|1__7|SGB84078
SRR33750943.6614128__1.6522608	UniClust90_DJBDGBNB02477|1__5|SGB89725
SRR33750943.6615029__1.6523502	UniClust90_DLOKBJPP00659|1__5|SGB131913
SRR33750943.6615547__1.6524015	UniClust90_PFBNAPOO01280|1__9|SGB89423
SRR33750943.6619372__1.6527797	UniClust90_HOMJAIDI00249|2__5|SGB89423
SRR33750943.6621524__1.6529916	UniClust90_OALLKAFI00141|1__16|SGB84078
SRR33750943.6624945__1.6533279	UniClust90_IJHKGIGD02339|1__8|SGB128471
SRR33750943.6625109__1.6533443	UniRef90_A0A1Q7B562|1__6|SGB56640
SRR33750943.6625666__1.6533992	UniClust90_DHFBAFBN00766|1__8|SGB133121
SRR33750943.6626265__1.6534583	UniClust90_IJHKGIGD02339|1__8|SGB128471
SRR33750943.6627184__1.6535486	UniClust90_IMMCPGKG00746|1__12|SGB128778
SRR33750943.6628293__1.6536586	UniClust90_EGGMCINA02560|1__13|SGB131808
SRR33750943.6628368__1.6536661	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750943.6629999__1.6538284	UniClust90_OPFCPGGL01536|1__5|SGB89423
SRR33750943.6630118__1.6538402	UniClust90_NHHHKJJE00017|1__10|SGB125949
SRR33750943.6633511__1.6541760	UniClust90_OECKFAOL01864|1__3|SGB89423
SRR33750943.6633875__1.6542120	UniClust90_MFINKINL01849|1__15|SGB109676
SRR33750943.6634657__1.6542891	UniClust90_BPOGAGOG04508|1__11|SGB213893
SRR33750943.6634916__1.6543145	UniClust90_IOFPBIHC03293|1__8|SGB130007
SRR33750943.6635199__1.6543424	UniClust90_ENIJJHJO00405|1__12|SGB128668
SRR33750943.6635342__1.6543565	UniClust90_NHHHKJJE03506|1__9|SGB125949
SRR33750943.6637628__1.6545811	UniClust90_CLKOHAKG00773|1__7|SGB74789
SRR33750943.6637777__1.6545954	UniClust90_PPJAIDOO00834|1__7|SGB84075
SRR33750943.6639566__1.6547672	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750943.6639879__1.6547976	UniClust90_AOMEFECO01297|3__10|SGB133090
SRR33750943.6641935__1.6550003	UniClust90_BGMDAEJF02535|4__11|SGB122526
SRR33750943.6642269__1.6550335	UniClust90_GPDICDPN01244|1__3|SGB89423
SRR33750943.6644546__1.6552584	UniClust90_NPJFIJGC07761|1__14|SGB87341
SRR33750943.6645335__1.6553363	UniRef90_A0A353YFI2|1__5|SGB89423
SRR33750943.6645783__1.6553807	UniClust90_LLIEHLNH01141|5__12|SGB130007
SRR33750943.6646113__1.6554133	UniClust90_HGJNCPHJ03120|1__8|SGB125949
SRR33750943.6646252__1.6554272	UniClust90_HGJNCPHJ03120|1__8|SGB125949
SRR33750943.6646440__1.6554458	UniRef90_A0A357CJ98|5__8|SGB89423
SRR33750943.6646713__1.6554729	UniClust90_OCJAPFEA02361|1__9|SGB125949
SRR33750943.6647170__1.6555179	UniClust90_HJKNIEHA02522|1__7|SGB89408
SRR33750943.6647621__1.6555626	UniRef90_A0A1Q7B562|1__6|SGB56640
SRR33750943.6649393__1.6557376	UniClust90_DPJLILCC00136|1__18|SGB89725
SRR33750943.6649820__1.6557798	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750943.6651090__1.6559057	UniClust90_OALLKAFI06042|1__12|SGB84078
SRR33750943.6652934__1.6560875	UniClust90_IDPAEINK02024|1__16|SGB89725
SRR33750943.6652936__1.6560877	UniClust90_IDPAEINK00125|1__7|SGB89725
SRR33750943.6653388__1.6561320	UniClust90_IIEDOAEF01163|1__16|SGB128218
SRR33750943.6655142__1.6563053	UniClust90_BGDHDLNA05620|1__6|SGB84075
SRR33750943.6655349__1.6563257	UniClust90_BGDHDLNA05620|1__6|SGB84075
SRR33750943.6657000__1.6564885	UniRef90_A0A2V5RPP9|1__4|SGB52714
SRR33750943.6657435__1.6565314	UniClust90_KMEALJDO01923|1__7|SGB84078
SRR33750943.6660225__1.6568075	UniClust90_GIMAHFHH00711|6__12|SGB89408
SRR33750943.6660808__1.6568650	UniClust90_GLCCIAAD01567|1__3|SGB89423
SRR33750943.6661173__1.6569008	UniClust90_GJEIHIOJ02065|1__5|SGB122526
SRR33750943.6662042__1.6569867	UniClust90_JNDIAJLC01470|1__6|SGB174169
SRR33750943.6663105__1.6570917	UniClust90_DPJLILCC00535|1__15|SGB89725
SRR33750943.6663258__1.6571068	UniClust90_LOEIEFCJ00738|1__5|SGB74789
SRR33750943.6664653__1.6572450	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750943.6665010__1.6572803	UniClust90_IMMCPGKG02024|1__20|SGB128778
SRR33750943.6665041__1.6572832	UniClust90_PPJAIDOO03630|1__10|SGB84075
SRR33750943.6665793__1.6573576	UniClust90_FNPCGKEP01519|1__5|SGB84078
SRR33750943.6666472__1.6574242	UniClust90_BGDHDLNA04884|1__8|SGB84075
SRR33750943.6667331__1.6575090	UniClust90_KMEALJDO01923|1__7|SGB84078
SRR33750943.6668017__1.6575768	UniClust90_KMEALJDO01923|1__7|SGB84078
SRR33750943.6668075__1.6575826	UniClust90_PPJAIDOO01652|1__6|SGB84075
SRR33750943.6669554__1.6577287	UniClust90_EMAEKJAG00007|1__14|SGB128987
SRR33750943.6670702__1.6578416	UniClust90_IPBGJNGD00190|1__7|SGB89408
SRR33750943.6672652__1.6580337	UniClust90_CMHDMJOM03877|1__8|SGB56640
SRR33750943.6672805__1.6580488	UniClust90_EJAHAFID00324|1__8|SGB130007
SRR33750943.6672850__1.6580532	UniClust90_HDGMGAGN01775|1__5|SGB74789
SRR33750943.6674431__1.6582090	UniClust90_NOMIGGEC01874|1__9|SGB125949
SRR33750943.6674493__1.6582150	UniClust90_IMMCPGKG01454|6__14|SGB128778
SRR33750943.6675343__1.6582988	UniClust90_OPLEJCPF03224|1__11|SGB125949
SRR33750943.6676130__1.6583765	UniClust90_OALLKAFI00543|1__7|SGB84078
SRR33750943.6676684__1.6584315	UniClust90_OCCAFAEL00132|1__4|SGB74789
SRR33750943.6677677__1.6585298	UniClust90_AMOFFOJE01693|11__20|SGB133121
SRR33750943.6677417__1.6585038	UniClust90_NOMIGGEC01874|1__9|SGB125949
SRR33750943.6679615__1.6587219	UniClust90_JMFJJCJA02092|1__7|SGB130007
SRR33750943.6680320__1.6587917	UniRef90_A0A2V6Z9G1|1__4|SGB73551
SRR33750943.6680705__1.6588300	UniClust90_EJKKHENI01576|1__4|SGB130045
SRR33750943.6681728__1.6589314	UniRef90_A0A2V6Z9G1|1__4|SGB73551
SRR33750943.6682065__1.6589648	UniRef90_A0A2A8S7C9|1__6|SGB7708
SRR33750943.6683690__1.6591255	UniClust90_CMJGEBLA03651|1__9|SGB89408
SRR33750943.6686583__1.6594109	UniClust90_NHHHKJJE01123|1__8|SGB125949
SRR33750943.6687454__1.6594966	UniClust90_JMFJJCJA02928|1__7|SGB130007
SRR33750943.6688739__1.6596236	UniClust90_PPJAIDOO02806|1__6|SGB84075
SRR33750943.6690448__1.6597930	UniClust90_JMFJJCJA00953|1__7|SGB130007
SRR33750943.6690845__1.6598318	UniClust90_EJAHAFID04905|1__11|SGB130007
SRR33750943.6690948__1.6598418	UniRef90_A0A3M2LFM2|1__12|SGB33959
SRR33750943.6690988__1.6598455	UniClust90_OCJAPFEA04909|1__14|SGB125949
SRR33750943.6691455__1.6598912	UniClust90_MFMNJDCA08373|8__25|SGB173992
SRR33750943.6693007__1.6600434	UniClust90_HJANNMPH04285|1__25|SGB130022
SRR33750943.6695494__1.6602885	UniClust90_EDNFDLAG00321|6__16|SGB84078
SRR33750943.6696403__1.6603776	UniClust90_IINBCADG00470|2__6|SGB74789
SRR33750943.6697202__1.6604565	UniRef90_A0A2V5KUR3|1__9|SGB52719
SRR33750943.6700364__1.6607675	UniClust90_FFPHGKCO00270|1__5|SGB74789
SRR33750943.6701655__1.6608937	UniRef90_A0A2V8BG18|1__10|SGB24078
SRR33750943.6702852__1.6610117	UniClust90_FNPCGKEP01518|1__7|SGB84078
SRR33750943.6704199__1.6611444	UniClust90_OOINIOFJ01657|1__4|SGB84076
SRR33750943.6705754__1.6612969	UniClust90_MEABCEIN01476|1__16|SGB84078
SRR33750943.6705775__1.6612990	UniClust90_NECMKPAF02114|1__23|SGB89408
SRR33750943.6706862__1.6614057	UniClust90_ECOHMLGB00268|7__13|SGB56640
SRR33750943.6706706__1.6613904	UniClust90_MOPOFHCP03312|1__8|SGB89408
SRR33750943.6707720__1.6614898	UniClust90_PIOPCCNA00726|1__12|SGB173179
SRR33750943.6708023__1.6615197	UniRef90_A0A0K2GDF1|1__12|SGB126057
SRR33750943.6708378__1.6615546	UniClust90_ICJPFPDN00037|1__5|SGB74789
SRR33750943.6708456__1.6615623	UniClust90_ICJPFPDN00037|1__5|SGB74789
SRR33750943.6708978__1.6616133	UniClust90_OALLKAFI02536|2__7|SGB84078
SRR33750943.6710809__1.6617922	UniClust90_CJJELLGD00561|1__9|SGB84331
SRR33750943.6710909__1.6618018	UniClust90_EMAEKJAG00007|1__14|SGB128987
SRR33750943.6712097__1.6619184	UniClust90_HBCNFADG01134|3__9|SGB74789
SRR33750943.6713462__1.6620527	UniClust90_EDNFDLAG00834|1__5|SGB84078
SRR33750943.6714207__1.6621260	UniClust90_IOFPBIHC00789|1__6|SGB130007
SRR33750943.6714295__1.6621347	UniClust90_IOFPBIHC00789|1__6|SGB130007
SRR33750943.6715576__1.6622610	UniClust90_PJBHHLBH01293|1__8|SGB74789
SRR33750943.6717902__1.6624902	UniClust90_KPNCFGKL00484|1__7|SGB134824
SRR33750943.6718672__1.6625663	VDB|0009-0010-0-0006|MV715-c1214-c0-c8
SRR33750943.6719983__1.6626951	UniClust90_DJBDGBNB01292|2__8|SGB89725
SRR33750943.6720405__1.6627366	UniRef90_G8T6M9|1__26|SGB3455
SRR33750943.6721246__1.6628193	UniClust90_EMAEKJAG02179|1__14|SGB128987
SRR33750943.6721763__1.6628700	UniClust90_CMHDMJOM02009|1__7|SGB56640
SRR33750943.6721780__1.6628716	UniClust90_EJFOFLBH00374|1__3|SGB133091
SRR33750943.6723283__1.6630197	UniClust90_AFLGNPJA03673|5__13|SGB122683
SRR33750943.6724188__1.6631095	UniClust90_EDNFDLAG00998|1__4|SGB84078
SRR33750943.6725553__1.6632434	UniClust90_HGJNCPHJ02720|1__8|SGB125949
SRR33750943.6726484__1.6633351	UniClust90_DAODNPOA02225|1__8|SGB89725
SRR33750943.6726600__1.6633466	UniClust90_CHLBPEBB02696|1__7|SGB89725
SRR33750943.6727422__1.6634279	UniClust90_GANILFCG00385|1__7|SGB74789
SRR33750943.6728316__1.6635156	UniClust90_FNPCGKEP00622|14__24|SGB84078
SRR33750943.6728611__1.6635445	UniClust90_MDGCCGDH03758|1__9|SGB56640
SRR33750943.6728886__1.6635715	UniClust90_NOMIGGEC01874|1__9|SGB125949
SRR33750943.6730657__1.6637458	UniClust90_IDDLMLBG03056|3__8|SGB84076
SRR33750943.6731123__1.6637921	UniClust90_HOKDAOEK00228|1__7|SGB89410
SRR33750943.6732122__1.6638903	UniClust90_OPLEJCPF06363|1__10|SGB125949
SRR33750943.6737846__1.6644543	UniClust90_KPGCMLFP00529|4__21|SGB89408
SRR33750943.6739882__1.6646548	UniClust90_FECOCFCC00836|1__10|SGB128987
SRR33750943.6740066__1.6646731	UniClust90_CJJELLGD00869|1__14|SGB84331
SRR33750943.6740861__1.6647511	UniClust90_OALLKAFI04015|1__5|SGB84078
SRR33750943.6741947__1.6648579	UniClust90_OAHKOOFD01197|1__5|SGB122526
SRR33750943.6744076__1.6650676	UniClust90_IBMDDACE01790|1__13|SGB128778
SRR33750943.6744424__1.6651021	UniClust90_OPLEJCPF03046|1__11|SGB125949
SRR33750943.6745319__1.6651904	UniClust90_AJOJABBL00098|1__4|SGB89423
SRR33750943.6745106__1.6651692	UniRef90_A0A1Q7BJK5|1__10|SGB73517
SRR33750943.6747706__1.6654264	UniClust90_OPIMDLOG01201|1__24|SGB132232
SRR33750943.6748408__1.6654960	UniClust90_OCCAFAEL00099|1__5|SGB74789
SRR33750943.6749363__1.6655898	UniClust90_PPJAIDOO03393|1__13|SGB84075
SRR33750943.6749263__1.6655799	UniRef90_UPI00047FE665|1__11|SGB31990
SRR33750943.6750478__1.6657003	UniClust90_FCPHDNIE02834|1__5|SGB74780
SRR33750943.6752969__1.6659471	UniClust90_OPLEJCPF01626|1__13|SGB125949
SRR33750943.6752978__1.6659480	UniClust90_HGJNCPHJ04065|1__12|SGB125949
SRR33750943.6755570__1.6662032	UniRef90_UPI0010092683|1__12|SGB31976
SRR33750943.6755653__1.6662114	UniClust90_EDNFDLAG02239|1__11|SGB84078
SRR33750943.6755710__1.6662171	UniClust90_BHLGKCAN00022|1__16|SGB56640
SRR33750943.6756966__1.6663412	UniClust90_KDDPKKIL02422|1__8|SGB128471
SRR33750943.6757339__1.6663780	UniClust90_BOKHIPMC02055|1__16|SGB130007
SRR33750943.6758605__1.6665030	UniClust90_EDNFDLAG02239|1__11|SGB84078
SRR33750943.6761132__1.6667521	UniClust90_MIEAKENA06903|1__11|SGB89887
SRR33750943.6762577__1.6668949	UniClust90_GFFNGEKC01100|1__6|SGB56640
SRR33750943.6763217__1.6669580	UniClust90_DJNGHLPE01317|1__7|SGB129184
SRR33750943.6766142__1.6672449	UniClust90_JONPJDIE03786|1__9|SGB56638
SRR33750943.6766741__1.6673037	UniClust90_GJEIHIOJ04062|1__7|SGB122526
SRR33750943.6769240__1.6675506	VDB|0043-0016-0-0000|MV643-c1920-c0-c6
SRR33750943.6769794__1.6676049	UniClust90_FKLKIPMJ02019|1__5|SGB74789
SRR33750943.6771083__1.6677323	UniClust90_HGJNCPHJ05097|1__12|SGB125949
SRR33750943.6771090__1.6677330	UniRef90_A0A2V8L1X7|5__9|SGB17587
SRR33750943.6771825__1.6678052	UniClust90_BOKHIPMC00991|1__5|SGB130007
