SRR33750947.51__1.51	UniRef90_UPI0004982413|1__12|SGB31998
SRR33750947.2959753__1.2924955	UniClust90_DLOKBJPP02225|1__5|SGB131913
SRR33750947.2959141__1.2924348	UniClust90_FECOCFCC03400|7__19|SGB128987
SRR33750947.2960274__1.2925475	UniClust90_JMFJJCJA01908|1__5|SGB130007
SRR33750947.2960723__1.2925918	UniClust90_LECMOJKJ01089|1__8|SGB130798
SRR33750947.2961515__1.2926705	UniClust90_DAPCNGMP01007|1__6|SGB133334
SRR33750947.2961982__1.2927166	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750947.2962057__1.2927241	VDB|0043-0016-0-0000|MV643-c1920-c0-c6
SRR33750947.2962032__1.2927216	UniClust90_NOMIGGEC00979|1__9|SGB125949
SRR33750947.2962661__1.2927841	UniClust90_EMAEKJAG00032|8__19|SGB128987
SRR33750947.2962786__1.2927965	UniClust90_DCJCBMEC03645|7__10|SGB122526
SRR33750947.2962874__1.2928052	UniClust90_OCJAPFEA01311|1__9|SGB125949
SRR33750947.2962823__1.2928002	UniRef90_A0A1Q7BFX1|3__9|SGB56640
SRR33750947.2963202__1.2928376	UniClust90_JBMBCDML00509|1__6|SGB89725
SRR33750947.2963190__1.2928365	UniClust90_NHINAJKP00961|1__15|SGB128201
SRR33750947.2963531__1.2928704	UniClust90_JMFJJCJA02353|1__8|SGB130007
SRR33750947.2964001__1.2929172	UniClust90_LEJLODHJ01556|1__9|SGB89423
SRR33750947.2966279__1.2931432	VDB|0008-002B-0-0000|MV1064-c1042-c1-c2
SRR33750947.2966641__1.2931790	UniClust90_DPLIHBNC00819|1__6|SGB89725
SRR33750947.2967590__1.2932732	UniClust90_IDPAEINK02024|1__16|SGB89725
SRR33750947.2967300__1.2932445	UniClust90_DPLIHBNC01543|1__15|SGB89725
SRR33750947.2969678__1.2934803	UniClust90_HNBLJKFC02170|1__8|SGB128778
SRR33750947.2969706__1.2934831	UniClust90_JJDEJDCI00272|1__4|SGB89423
SRR33750947.2970275__1.2935394	UniClust90_ANDLCEDJ02239|1__6|SGB133091
SRR33750947.2970340__1.2935459	UniClust90_IOFPBIHC04164|1__8|SGB130007
SRR33750947.2970400__1.2935517	UniClust90_NOMIGGEC00360|1__17|SGB125949
SRR33750947.2970751__1.2935863	UniClust90_OPLEJCPF04794|1__13|SGB125949
SRR33750947.2971183__1.2936291	UniClust90_EDBNNBOB00993|1__7|SGB56640
SRR33750947.2971603__1.2936705	UniClust90_ONEJNDKA01716|1__3|SGB89423
SRR33750947.2971716__1.2936816	UniClust90_OPLEJCPF03224|1__11|SGB125949
SRR33750947.2972495__1.2937590	UniClust90_HJKNIEHA00314|3__11|SGB89408
SRR33750947.2972555__1.2937648	UniClust90_OJFAJFEC01069|1__3|SGB89423
SRR33750947.2973908__1.2938991	UniClust90_FKLKIPMJ00064|1__4|SGB74789
SRR33750947.2974917__1.2939993	UniClust90_DPJLILCC01551|1__3|SGB89725
SRR33750947.2975112__1.2940187	UniRef90_UPI0008333457|1__12|SGB207724
SRR33750947.2975330__1.2940402	UniClust90_KDDPKKIL02038|1__8|SGB128471
SRR33750947.2975890__1.2940953	UniClust90_BHLGKCAN00022|1__16|SGB56640
SRR33750947.2976119__1.2941179	UniClust90_HOMJAIDI01394|1__3|SGB89423
SRR33750947.2977718__1.2942762	UniClust90_OPLEJCPF02938|1__11|SGB125949
SRR33750947.2978283__1.2943321	UniClust90_OKNLNMAL00143|1__13|SGB133129
SRR33750947.2978600__1.2943632	UniClust90_DCJCBMEC03647|3__8|SGB122526
SRR33750947.2979701__1.2944717	UniClust90_NOMIGGEC01377|1__10|SGB125949
SRR33750947.2980809__1.2945812	UniClust90_IDPAEINK00639|1__5|SGB89725
SRR33750947.2981331__1.2946323	UniClust90_PPJAIDOO03505|1__5|SGB84075
SRR33750947.2981579__1.2946568	UniClust90_HMPPKHGP01876|2__6|SGB133091
SRR33750947.2983059__1.2948035	UniClust90_NIILFFCI01616|1__5|SGB89423
SRR33750947.2983494__1.2948463	UniClust90_NHHHKJJE01743|1__9|SGB125949
SRR33750947.2983652__1.2948620	UniClust90_OBEJBAOE00086|1__15|SGB128218
SRR33750947.2984351__1.2949307	UniClust90_EJAHAFID00710|1__7|SGB130007
SRR33750947.2985441__1.2950384	UniRef90_A0A1Q7B8W4|1__6|SGB56640
SRR33750947.2985893__1.2950831	UniClust90_NOMIGGEC02350|1__10|SGB125949
SRR33750947.2986441__1.2951374	UniClust90_MNDMKJNN01323|1__4|SGB89423
SRR33750947.2986965__1.2951893	UniRef90_UPI00048652F8|1__11|SGB31987
SRR33750947.2987372__1.2952295	UniClust90_DAODNPOA00540|1__5|SGB89725
SRR33750947.2988202__1.2953116	UniClust90_OCJAPFEA05159|1__13|SGB125949
SRR33750947.2988364__1.2953277	UniClust90_EJAHAFID02924|1__9|SGB130007
SRR33750947.2989064__1.2953972	UniClust90_DIBLBONP00224|1__6|SGB84078
SRR33750947.2989576__1.2954480	UniRef90_A0A0R3KPA5|1__21|SGB11345
SRR33750947.2989545__1.2954449	UniClust90_DPLIHBNC01179|1__5|SGB89725
SRR33750947.2990950__1.2955838	UniClust90_AGBJGNAA00057|1__5|SGB74789
SRR33750947.2992213__1.2957084	UniClust90_LLIEHLNH01141|5__12|SGB130007
SRR33750947.2992985__1.2957842	UniClust90_BKEMCFBC01857|1__7|SGB131913
SRR33750947.2993564__1.2958420	UniClust90_DLOKBJPP01301|1__7|SGB131913
SRR33750947.2993701__1.2958557	UniRef90_A0A1I1UP80|1__10|SGB8289
SRR33750947.2993952__1.2958807	UniClust90_HNBLJKFC00397|1__12|SGB128778
SRR33750947.2996615__1.2961449	VDB|0043-0016-0-0000|MV643-c1920-c0-c6
SRR33750947.2997643__1.2962469	UniClust90_NHHHKJJE03593|1__8|SGB125949
SRR33750947.2998299__1.2963119	UniClust90_NNOGEMDJ02447|1__10|SGB128987
SRR33750947.2999911__1.2964721	UniRef90_A0A2V6JXQ6|2__7|SGB52719
SRR33750947.3001634__1.2966425	UniClust90_LLHLEBOE01435|1__4|SGB89423
SRR33750947.3001955__1.2966745	UniClust90_PKMOJOJK04356|1__4|SGB84078
SRR33750947.3002699__1.2967483	UniClust90_HNBLJKFC00008|1__9|SGB128778
SRR33750947.3002536__1.2967321	UniClust90_GBLMBOPO00279|16__19|SGB133090
SRR33750947.3002957__1.2967738	UniClust90_JBMBCDML00509|1__6|SGB89725
SRR33750947.3002517__1.2967302	UniClust90_GBLMBOPO00279|16__19|SGB133090
SRR33750947.3004774__1.2969541	UniClust90_DCJCBMEC00776|1__11|SGB122526
SRR33750947.3007562__1.2972306	UniRef90_A0A1Q7B5E0|5__12|SGB56640
SRR33750947.3007936__1.2972678	UniClust90_OECKFAOL00951|1__9|SGB89423
SRR33750947.3008049__1.2972791	UniClust90_NOMIGGEC00722|1__16|SGB125949
SRR33750947.3008475__1.2973215	UniRef90_A0A3Q9RKM4|1__8|SGB30214
SRR33750947.3009975__1.2974705	UniRef90_A0A1Q7BQI0|1__7|SGB56640
SRR33750947.3010671__1.2975396	UniClust90_FNPCGKEP04598|3__9|SGB84078
SRR33750947.3011858__1.2976575	UniClust90_AIBIODOO00455|2__7|SGB73419
SRR33750947.3011831__1.2976548	UniClust90_EJAHAFID00878|1__7|SGB130007
SRR33750947.3013321__1.2978029	UniClust90_OCJAPFEA06089|1__9|SGB125949
SRR33750947.3014523__1.2979224	UniClust90_KPGCMLFP02061|1__10|SGB89408
SRR33750947.3014454__1.2979155	UniClust90_BHLGKCAN00022|1__16|SGB56640
SRR33750947.3015274__1.2979965	UniRef90_A0A2V5NTD7|1__6|SGB52719
SRR33750947.3015599__1.2980283	UniClust90_OJFAJFEC00285|1__4|SGB89423
SRR33750947.3016009__1.2980690	UniClust90_BKEMCFBC00868|1__7|SGB131913
SRR33750947.3016083__1.2980763	UniClust90_DPLIHBNC00377|1__16|SGB89725
SRR33750947.3016937__1.2981609	UniClust90_CKAHGCJD00184|1__3|SGB89423
SRR33750947.3017287__1.2981954	UniClust90_PPDCKKGL00407|2__6|SGB133090
SRR33750947.3017582__1.2982245	UniClust90_GFHGLNMO01320|1__11|SGB133091
SRR33750947.3018145__1.2982803	UniClust90_DIBLBONP01309|2__6|SGB84078
SRR33750947.3018986__1.2983636	UniClust90_PIJGIFJB00161|1__8|SGB89423
SRR33750947.3019278__1.2983927	UniClust90_HGAMACDH01790|1__8|SGB128778
SRR33750947.3021399__1.2986035	UniClust90_DAODNPOA00628|1__4|SGB89725
SRR33750947.3023289__1.2987908	UniClust90_GMEAMNGB00164|1__13|SGB134112
SRR33750947.3024347__1.2988949	UniClust90_AJOJABBL00436|1__4|SGB89423
SRR33750947.3025352__1.2989929	UniRef90_A0A1Q7B8W4|1__6|SGB56640
SRR33750947.3025305__1.2989886	UniRef90_A0A1S5Y239|1__9|SGB125949
SRR33750947.3025881__1.2990449	UniClust90_ACDABMLJ00179|1__3|SGB133090
SRR33750947.3025778__1.2990348	UniClust90_EHIAFBHG00258|1__7|SGB128778
SRR33750947.3028375__1.2992895	UniClust90_NOMIGGEC00046|1__15|SGB125949
SRR33750947.3028670__1.2993184	UniClust90_NOHGIMHJ00868|1__5|SGB74789
SRR33750947.3030015__1.2994508	UniClust90_MADMLNLG01413|1__5|SGB89423
SRR33750947.3031891__1.2996346	UniClust90_EJAHAFID03661|1__11|SGB130007
SRR33750947.3032048__1.2996501	UniClust90_OPLEJCPF02846|1__11|SGB125949
SRR33750947.3031995__1.2996449	UniClust90_HGJNCPHJ04381|1__18|SGB125949
SRR33750947.3032317__1.2996765	UniClust90_ICLCAGBO03534|1__6|SGB131913
SRR33750947.3032583__1.2997026	UniClust90_JMFJJCJA01738|3__10|SGB130007
SRR33750947.3033409__1.2997838	UniClust90_IOFPBIHC03293|1__8|SGB130007
SRR33750947.3033827__1.2998245	UniClust90_EJAHAFID03446|1__5|SGB130007
SRR33750947.3034076__1.2998492	UniClust90_LCIBFGAE00246|1__18|SGB127159
SRR33750947.3034214__1.2998625	UniRef90_A0A1Q7BT41|1__13|SGB56640
SRR33750947.3035663__1.3000050	UniClust90_DPLIHBNC01476|1__6|SGB89725
SRR33750947.3035815__1.3000198	UniClust90_EHIAFBHG00356|1__8|SGB128778
SRR33750947.3037367__1.3001717	UniRef90_A0A2V8NS03|7__12|SGB17587
SRR33750947.3038898__1.3003231	UniRef90_A0A2V5UJ18|1__3|SGB52710
SRR33750947.3039427__1.3003751	UniClust90_KMEALJDO02564|2__7|SGB84078
SRR33750947.3039413__1.3003737	UniClust90_KMEALJDO02564|2__7|SGB84078
SRR33750947.3041158__1.3005455	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750947.3042435__1.3006704	UniClust90_LHALELLP01302|1__9|SGB129560
SRR33750947.3042934__1.3007198	UniClust90_LHALELLP01302|1__9|SGB129560
SRR33750947.3042696__1.3006964	UniClust90_DJBDGBNB01841|1__20|SGB89725
SRR33750947.3043937__1.3008183	UniClust90_NOMIGGEC01663|1__12|SGB125949
SRR33750947.3045744__1.3009964	UniClust90_OBEJBAOE02905|1__16|SGB128218
SRR33750947.3046068__1.3010281	UniClust90_FNPCGKEP04821|1__8|SGB84078
SRR33750947.3046109__1.3010322	UniClust90_JHNMEHIJ05018|1__8|SGB56640
SRR33750947.3046235__1.3010445	UniClust90_EMAEKJAG01975|1__10|SGB128987
SRR33750947.3046577__1.3010780	UniClust90_CBJMJOEJ02450|1__13|SGB73515
SRR33750947.3047711__1.3011891	UniClust90_IBMDDACE00385|1__8|SGB128778
SRR33750947.3050020__1.3014163	UniClust90_LOGOHNGJ02345|1__11|SGB126057
SRR33750947.3050880__1.3015013	UniClust90_EJAHAFID00269|1__7|SGB130007
SRR33750947.3050949__1.3015082	UniClust90_NHHHKJJE03393|1__9|SGB125949
SRR33750947.3051590__1.3015708	UniClust90_IOFPBIHC02624|1__8|SGB130007
SRR33750947.3051796__1.3015910	UniClust90_NOMIGGEC00941|1__20|SGB125949
SRR33750947.3052714__1.3016807	UniClust90_PIHLJOEE04123|1__13|SGB84075
SRR33750947.3054354__1.3018425	UniClust90_GJEIHIOJ01342|2__5|SGB122526
SRR33750947.3054372__1.3018443	UniClust90_IPBGJNGD02139|10__15|SGB89408
SRR33750947.3055470__1.3019528	UniClust90_BOKHIPMC02050|1__5|SGB130007
SRR33750947.3056303__1.3020354	UniClust90_LLIEHLNH00104|1__7|SGB130007
SRR33750947.3057762__1.3021792	UniClust90_EFEMIJHI00463|1__3|SGB89423
SRR33750947.3057929__1.3021958	UniClust90_IABCABEO00205|1__8|SGB74789
SRR33750947.3058263__1.3022286	UniClust90_DPLIHBNC00505|1__4|SGB89725
SRR33750947.3058816__1.3022832	UniRef90_A0A1Q7BQQ4|1__5|SGB56640
SRR33750947.3060331__1.3024325	UniClust90_IMMCPGKG00518|1__9|SGB128778
SRR33750947.3060780__1.3024768	UniClust90_DPJLILCC01391|1__9|SGB89725
SRR33750947.3061578__1.3025551	UniClust90_PFBNAPOO00375|1__5|SGB89423
SRR33750947.3063627__1.3027562	UniClust90_BOKHIPMC00991|1__5|SGB130007
SRR33750947.3063758__1.3027693	UniClust90_JMFJJCJA02397|1__12|SGB130007
SRR33750947.3064230__1.3028158	UniClust90_DMCDKPDB00905|1__7|SGB89423
SRR33750947.3063521__1.3027458	UniClust90_BOKHIPMC01249|1__5|SGB130007
SRR33750947.3066653__1.3030543	UniClust90_JMFJJCJA02092|1__7|SGB130007
SRR33750947.3066844__1.3030730	UniClust90_KMEALJDO02053|1__8|SGB84078
SRR33750947.3069600__1.3033438	UniClust90_AHBBACPJ01048|1__4|SGB122683
SRR33750947.3069283__1.3033128	UniClust90_OJFFJDAM00771|1__5|SGB89423
SRR33750947.3070772__1.3034582	UniClust90_GANILFCG00385|1__7|SGB74789
SRR33750947.3071153__1.3034958	UniClust90_OPLEJCPF02255|1__8|SGB125949
SRR33750947.3074048__1.3037797	UniClust90_IOFPBIHC00132|2__7|SGB130007
SRR33750947.3075429__1.3039150	UniRef90_A0A1Q7B5A3|1__5|SGB56640
SRR33750947.3075697__1.3039416	UniClust90_GBLMBOPO00279|16__19|SGB133090
SRR33750947.3076763__1.3040466	UniClust90_HOPPLHLN00904|1__16|SGB128471
SRR33750947.3078169__1.3041856	UniClust90_LLIEHLNH00245|1__5|SGB130007
SRR33750947.3079092__1.3042767	UniClust90_NHHHKJJE02677|1__11|SGB125949
SRR33750947.3079776__1.3043438	UniClust90_CKKLCDJO00734|1__10|SGB127159
SRR33750947.3079234__1.3042908	UniClust90_PJKCPLGD00178|2__5|SGB89423
SRR33750947.3080337__1.3043990	UniClust90_AMOFFOJE00363|1__11|SGB133121
SRR33750947.3080477__1.3044130	UniClust90_CFHHLMOK00763|1__12|SGB128201
SRR33750947.3080859__1.3044499	UniClust90_NOMIGGEC02686|1__9|SGB125949
SRR33750947.3080848__1.3044488	UniClust90_CHLBPEBB02614|1__7|SGB89725
SRR33750947.3081526__1.3045157	UniClust90_OAGJJAJI00123|1__4|SGB122683
SRR33750947.3081698__1.3045328	UniClust90_PIHLJOEE02377|1__7|SGB84075
SRR33750947.3082431__1.3046051	UniClust90_ENBABIAF00038|1__9|SGB128778
SRR33750947.3082452__1.3046072	UniClust90_ANDLCEDJ01046|1__14|SGB133091
SRR33750947.3082986__1.3046598	UniClust90_ECOHMLGB00268|1__5|SGB56640
SRR33750947.3082501__1.3046121	UniClust90_IAFJOFII01086|1__10|SGB134112
SRR33750947.3083899__1.3047497	UniClust90_OPLEJCPF04282|1__12|SGB125949
SRR33750947.3084366__1.3047957	UniClust90_LJMOGHMP00580|1__13|SGB128778
SRR33750947.3085600__1.3049169	UniClust90_DEHNPGMG00687|1__4|SGB89423
SRR33750947.3085583__1.3049152	UniClust90_IOFPBIHC03172|1__6|SGB130007
SRR33750947.3086514__1.3050067	UniClust90_HNBLJKFC00678|1__15|SGB128778
SRR33750947.3089597__1.3053103	UniClust90_GEHFPKBH01623|1__5|SGB84075
SRR33750947.3090047__1.3053542	UniRef90_A0A1Q7B865|1__5|SGB56640
SRR33750947.3090480__1.3053966	UniClust90_GEOIGCOH02106|1__6|SGB133334
SRR33750947.3091424__1.3054897	UniClust90_OPLEJCPF06182|1__21|SGB125949
SRR33750947.3093037__1.3056483	UniClust90_HGFGGOBL00152|1__9|SGB84331
SRR33750947.3093159__1.3056603	UniClust90_OAHKOOFD02739|5__8|SGB122526
SRR33750947.3094563__1.3057983	UniClust90_DPLIHBNC01541|2__5|SGB89725
SRR33750947.3096679__1.3060063	UniClust90_KIMNEABG02589|1__5|SGB131913
SRR33750947.3096658__1.3060042	UniClust90_MIEAKENA06193|5__15|SGB89887
SRR33750947.3096950__1.3060330	UniClust90_EBKBLHBP00075|1__9|SGB133090
SRR33750947.3097837__1.3061211	UniRef90_UPI000424D6EE|1__8|SGB31987
SRR33750947.3097390__1.3060766	UniClust90_KIHGAKFE02898|1__16|SGB128778
SRR33750947.3099571__1.3062920	UniClust90_IDPAEINK01984|1__13|SGB89725
SRR33750947.3101626__1.3064947	UniClust90_NOMIGGEC00036|1__12|SGB125949
SRR33750947.3104031__1.3067310	UniClust90_DPJLILCC00535|1__15|SGB89725
SRR33750947.3104442__1.3067716	UniClust90_CHMIEHDJ00800|1__7|SGB56640
SRR33750947.3105684__1.3068948	UniClust90_KIHGAKFE00786|1__9|SGB128778
SRR33750947.3107906__1.3071134	UniClust90_HNBLJKFC00008|1__9|SGB128778
SRR33750947.3108283__1.3071505	UniClust90_PKMOJOJK03870|1__6|SGB84078
SRR33750947.3111506__1.3074678	UniClust90_OPLEJCPF00541|1__18|SGB125949
SRR33750947.3112311__1.3075472	UniClust90_IOFPBIHC02803|1__9|SGB130007
SRR33750947.3115052__1.3078167	UniClust90_EMIDINFL05369|3__14|SGB73712
SRR33750947.3115558__1.3078667	UniClust90_KIHGAKFE00929|1__8|SGB128778
SRR33750947.3116189__1.3079289	UniClust90_IGKPANEM01389|1__11|SGB128987
SRR33750947.3116017__1.3079119	UniClust90_AKLCOACP01800|1__10|SGB129766
SRR33750947.3117694__1.3080777	UniClust90_BGMDAEJF01641|12__18|SGB122526
SRR33750947.3117452__1.3080537	UniRef90_A0A3M2LF81|1__12|SGB33959
SRR33750947.3118123__1.3081201	UniClust90_JEHCBLFF00955|1__4|SGB74789
SRR33750947.3118046__1.3081125	UniClust90_CBDKFAGD00328|1__10|SGB73712
SRR33750947.3118747__1.3081822	UniClust90_CMHDMJOM00891|1__9|SGB56640
SRR33750947.3118941__1.3082015	UniClust90_HGJNCPHJ03239|1__10|SGB125949
SRR33750947.3120066__1.3083121	UniClust90_MADMLNLG01413|1__5|SGB89423
SRR33750947.3120281__1.3083334	UniClust90_KDDPKKIL00751|1__10|SGB128471
SRR33750947.3120534__1.3083582	UniClust90_IDPAEINK00632|1__6|SGB89725
SRR33750947.3123907__1.3086889	UniRef90_A0A2V5QES5|17__21|SGB52720
SRR33750947.3125340__1.3088305	UniClust90_EJAHAFID02172|1__5|SGB130007
SRR33750947.3126327__1.3089279	UniClust90_AJOJABBL00436|1__4|SGB89423
SRR33750947.3126581__1.3089529	UniClust90_OCCBPJCL00681|1__7|SGB132245
SRR33750947.3127243__1.3090179	UniClust90_DAODNPOA01619|1__6|SGB89725
SRR33750947.3127618__1.3090549	UniClust90_NNOGEMDJ01707|1__16|SGB128987
SRR33750947.3127682__1.3090612	UniClust90_NOMIGGEC00941|1__20|SGB125949
SRR33750947.3127622__1.3090553	UniClust90_NNOGEMDJ01707|1__16|SGB128987
SRR33750947.3128628__1.3091550	UniClust90_HNBLJKFC01396|17__24|SGB128778
SRR33750947.3129519__1.3092437	UniClust90_FNPCGKEP01306|1__4|SGB84078
SRR33750947.3129651__1.3092566	UniClust90_JMJHPHJK01112|1__4|SGB134112
SRR33750947.3129793__1.3092706	UniClust90_PIHLJOEE00229|1__9|SGB84075
SRR33750947.3129794__1.3092707	UniClust90_NNOGEMDJ02743|1__9|SGB128987
SRR33750947.3129834__1.3092747	UniClust90_PIHLJOEE00229|1__9|SGB84075
SRR33750947.3130288__1.3093194	UniClust90_GHPEAIPC01728|1__7|SGB130183
SRR33750947.3130555__1.3093459	UniClust90_PKCJLHDA01307|1__12|SGB89408
SRR33750947.3130531__1.3093435	UniClust90_EDBNNBOB01006|1__3|SGB56640
SRR33750947.3130680__1.3093582	UniClust90_OAHKOOFD02740|1__5|SGB122526
SRR33750947.3131428__1.3094314	UniClust90_OCJAPFEA01311|1__9|SGB125949
SRR33750947.3132145__1.3095011	UniClust90_LJMOGHMP01172|1__7|SGB128778
SRR33750947.3132161__1.3095027	UniClust90_LJMOGHMP01172|1__7|SGB128778
SRR33750947.3131721__1.3094597	UniClust90_BGDHDLNA01948|1__5|SGB84075
SRR33750947.3133177__1.3096022	UniRef90_A0A2B9B1W8|1__6|SGB25159
SRR33750947.3133649__1.3096488	UniClust90_BOKHIPMC04272|1__7|SGB130007
SRR33750947.3135005__1.3097818	UniClust90_IABCABEO00418|1__4|SGB74789
SRR33750947.3135071__1.3097883	UniClust90_BOKHIPMC02522|6__11|SGB130007
SRR33750947.3135351__1.3098160	UniClust90_IIEDOAEF00825|1__17|SGB128218
SRR33750947.3135946__1.3098747	UniClust90_JBGFDMNO01383|1__7|SGB56638
SRR33750947.3136541__1.3099332	UniRef90_A0A1Q7BEK5|1__4|SGB56640
SRR33750947.3141370__1.3104091	UniRef90_A0A1F2XPV1|2__7|SGB89423
SRR33750947.3141048__1.3103773	UniClust90_CHLBPEBB02122|1__15|SGB89725
SRR33750947.3142100__1.3104817	UniClust90_DJBDGBNB01993|1__5|SGB89725
SRR33750947.3142088__1.3104805	UniClust90_HOPPLHLN02164|1__10|SGB128471
SRR33750947.3142152__1.3104869	UniClust90_DJBDGBNB01993|1__5|SGB89725
SRR33750947.3142378__1.3105094	UniClust90_EDNFDLAG02139|1__8|SGB84078
SRR33750947.3143628__1.3106328	UniRef90_A0A2V6DIP1|1__8|SGB22169
SRR33750947.3144282__1.3106972	UniClust90_DPLIHBNC00819|1__6|SGB89725
SRR33750947.3144310__1.3106999	UniRef90_A0A345ZRR0|1__7|SGB89408
SRR33750947.3144435__1.3107120	UniClust90_FNPCGKEP05217|4__9|SGB84078
SRR33750947.3144531__1.3107215	UniClust90_FNPCGKEP05217|4__9|SGB84078
SRR33750947.3144142__1.3106832	UniClust90_DPLIHBNC00819|1__6|SGB89725
SRR33750947.3144096__1.3106787	UniClust90_KMEALJDO00710|1__6|SGB84078
SRR33750947.3145169__1.3107843	UniClust90_ODHKCIBJ02076|1__5|SGB89423
SRR33750947.3144603__1.3107286	UniClust90_PLNJEBMN00393|13__18|SGB133091
SRR33750947.3145370__1.3108043	UniClust90_IOFPBIHC04164|1__8|SGB130007
SRR33750947.3145629__1.3108301	UniClust90_EJAHAFID00758|1__6|SGB130007
SRR33750947.3146295__1.3108957	UniClust90_EHIAFBHG01758|1__12|SGB128778
SRR33750947.3146666__1.3109325	UniRef90_A0A345ZRR0|1__7|SGB89408
SRR33750947.3148491__1.3111131	UniClust90_OCJAPFEA01349|1__11|SGB125949
SRR33750947.3148507__1.3111147	UniClust90_BOKHIPMC04801|1__7|SGB130007
SRR33750947.3149490__1.3112111	UniClust90_DCJCBMEC04068|5__9|SGB122526
SRR33750947.3150238__1.3112847	UniClust90_HOMJAIDI01111|1__5|SGB89423
SRR33750947.3150389__1.3112995	UniClust90_OPLEJCPF01626|1__13|SGB125949
SRR33750947.3150792__1.3113395	UniClust90_IBMDDACE00829|1__8|SGB128778
SRR33750947.3150608__1.3113214	UniClust90_OPLEJCPF03046|1__11|SGB125949
SRR33750947.3152228__1.3114816	UniClust90_GIMAHFHH02073|1__9|SGB89408
SRR33750947.3154212__1.3116768	UniRef90_L0D7W9|1__3|SGB127489
SRR33750947.3154549__1.3117104	UniClust90_OPLEJCPF02168|1__9|SGB125949
SRR33750947.3155156__1.3117699	UniClust90_JBMBCDML00329|1__5|SGB89725
SRR33750947.3155524__1.3118061	UniClust90_DAODNPOA02747|1__5|SGB89725
SRR33750947.3155550__1.3118087	UniClust90_MELOLLPK00053|1__8|SGB133334
SRR33750947.3155683__1.3118220	UniClust90_MKPDLIIB01096|1__5|SGB131913
SRR33750947.3156498__1.3119024	UniClust90_CCDFKBHD01860|1__8|SGB128677
SRR33750947.3157362__1.3119876	UniClust90_KMEALJDO02054|1__7|SGB84078
SRR33750947.3158051__1.3120554	UniClust90_DPLIHBNC01178|1__7|SGB89725
SRR33750947.3158040__1.3120543	UniClust90_HIBDPJBA00720|1__4|SGB131926
SRR33750947.3158734__1.3121225	UniClust90_NNOGEMDJ00040|1__12|SGB128987
SRR33750947.3158821__1.3121312	UniClust90_IOFPBIHC03176|1__8|SGB130007
SRR33750947.3159644__1.3122121	UniClust90_NHHHKJJE02842|1__8|SGB125949
SRR33750947.3159955__1.3122427	UniClust90_LLIEHLNH02657|1__8|SGB130007
SRR33750947.3159962__1.3122434	UniClust90_LLIEHLNH02657|1__8|SGB130007
SRR33750947.3160458__1.3122925	UniClust90_OPLEJCPF02745|1__9|SGB125949
SRR33750947.3161887__1.3124340	UniClust90_APDPPGCO07713|1__7|SGB94026
SRR33750947.3161618__1.3124071	UniClust90_JECPCDAH03494|1__12|SGB175408
SRR33750947.3162928__1.3125362	UniClust90_HKBIJJBK04529|4__21|SGB110990
SRR33750947.3163581__1.3126008	UniClust90_BOKHIPMC02014|1__6|SGB130007
SRR33750947.3164194__1.3126617	UniClust90_DIBLBONP01570|1__6|SGB84078
SRR33750947.3164662__1.3127081	UniClust90_OCJAPFEA06139|1__12|SGB125949
SRR33750947.3165918__1.3128319	UniClust90_CMHDMJOM03877|1__8|SGB56640
SRR33750947.3167661__1.3130038	VDB|0048-0005-0-0000|MV756-c2952-c0-c6
SRR33750947.3168084__1.3130458	UniClust90_ANDLCEDJ00505|2__6|SGB133091
SRR33750947.3168812__1.3131173	UniClust90_AICCGNAA00674|1__17|SGB129206
SRR33750947.3169573__1.3131927	UniClust90_GHPINBAM00417|1__5|SGB84331
SRR33750947.3169801__1.3132152	UniRef90_UPI0004126C3F|1__6|SGB31987
SRR33750947.3170276__1.3132621	UniClust90_BOKHIPMC04224|1__5|SGB130007
SRR33750947.3171224__1.3133560	UniClust90_EDNFDLAG00889|1__6|SGB84078
SRR33750947.3172115__1.3134435	UniClust90_HNBLJKFC01732|1__13|SGB128778
SRR33750947.3172118__1.3134438	UniClust90_BKMLPNMA00308|1__12|SGB89423
SRR33750947.3172440__1.3134757	UniClust90_GNADLFLM01482|1__20|SGB126432
SRR33750947.3172755__1.3135065	UniClust90_OFJJKHAK01408|1__10|SGB84078
SRR33750947.3172856__1.3135166	UniClust90_GMEAMNGB01994|1__13|SGB134112
SRR33750947.3174478__1.3136768	UniClust90_HGFGGOBL01900|1__18|SGB84331
SRR33750947.3175317__1.3137597	UniClust90_FCPHDNIE00679|1__8|SGB74780
SRR33750947.3175372__1.3137652	UniClust90_IIEDOAEF01686|1__14|SGB128218
SRR33750947.3176338__1.3138605	UniClust90_GLCCIAAD01567|1__3|SGB89423
SRR33750947.3177247__1.3139504	UniClust90_LGJBDPMI01582|1__16|SGB133334
SRR33750947.3177395__1.3139650	UniClust90_LCIBFGAE01513|1__11|SGB127159
SRR33750947.3177477__1.3139731	UniClust90_MEABCEIN01333|1__6|SGB84078
SRR33750947.3177635__1.3139888	UniClust90_EBKBLHBP00790|1__3|SGB133090
SRR33750947.3178221__1.3140465	UniClust90_FECOCFCC01935|6__16|SGB128987
SRR33750947.3178553__1.3140792	UniClust90_NHHHKJJE02677|1__11|SGB125949
SRR33750947.3179604__1.3141831	UniClust90_CHMIEHDJ02503|1__6|SGB56640
